Unnamed: 0,Title,Price,Area,Category,Size,Bedrooms,Bathrooms,Price_Category,Price_per_sqft
96,[950sft] South View One Ampang Avenue High Floor Partly Furnished,350000,AMPANG,Apartments,950,3,2,Low,368.42105263157896
97,"First RM2XXk in KLCC Area,extra early bird package 3min to LRT",200000,AMPANG,Apartments,320,1,1,Low,625.0
98,Modern Condo Greenery RM 1200 - Ampang,399000,AMPANG,Apartments,1360,4,3,Low,293.38235294117646
99,"[NEAR AMPANG POINT] Ampang Boulevard Condominium, Kuala Lumpur",330000,AMPANG,Apartments,888,3,2,Low,371.6216216216216
100,"Ampang : Apartment Taman Cahaya [FREE AIRCONDS, MEDIUM COST MURAH]",250000,AMPANG,Apartments,950,3,2,Low,263.1578947368421
101,Sri angsana hilir condominium desa pandan ampang hilir kuala lumpur,298000,AMPANG,Apartments,1349,3,2,Low,220.90437361008154
102,M City Jalan Ampang Lake View unit [BELOW MARKET VALUE],680000,AMPANG,Apartments,888,2,2,Low,765.7657657657658
103,The Elements Ampang For Sale Below Market Value,440000,AMPANG,Apartments,705,1,1,Low,624.113475177305
104,M City Jalan Ampang Below Market Value BEST DEAL,660000,AMPANG,Apartments,1066,2,2,Low,619.1369606003752
105,BELOW PRICE | GCB Court Condo | 1925sqft | RENO | 100% FULL LOAN,620000,AMPANG,Apartments,1925,4,3,Low,322.0779220779221
106,The Elements Ampang Service Residence Condominium,870000,AMPANG,Apartments,1432,3,3,Low,607.5418994413408
107,Paling Murah Menara Polo Ampang Hilir for Sale Big Unit 1485 SQFT,490000,AMPANG,Apartments,1485,3,2,Low,329.96632996632997
108,(NON BUMI) Sri Angsana Hilir Condo Ampang Hilir [1349sqft],298000,AMPANG,Apartments,1349,3,2,Low,220.90437361008154
109,Nuri Court Apartment Padan Indah Ampang Below Market Price,310000,AMPANG,Apartments,850,3,2,Low,364.70588235294116
110,"Ampang, Mutiara Merdeka Condo",620888,AMPANG,Apartments,1390,4,3,Low,446.6820143884892
111,"Nego - menara polo with nice polo club view, furnished",500000,AMPANG,Apartments,1485,3,2,Low,336.7003367003367
112,Tiara Duta Condo 3R2B Taman Dangan Jaya Ampang,380000,AMPANG,Apartments,957,3,2,Low,397.07419017763846
113,Ampang Pandan Cahaya Metro Villa Apartment corner unit for sale,298000,AMPANG,Apartments,960,3,2,Low,310.4166666666667
114,Pandan Utama Apartment For Offer Price,330000,AMPANG,Apartments,960,3,2,Low,343.75
115,Pandan Utama Apartment For Exclusive Offer Price GRAB IT,350000,AMPANG,Apartments,960,3,2,Low,364.5833333333333
116,"Suria Jelatek Residence , Ampang Hilir, BELOW MARKET PRICE, near LRT",399000,AMPANG,Apartments,908,3,2,Low,439.4273127753304
117,[FULL LOAN] The Element 705sf Ampang Hilir KL City [BELOW MARKET],400000,AMPANG,Apartments,705,1,1,Low,567.3758865248227
118,M-Suites Jalan Ampang,695000,AMPANG,Apartments,608,1,1,Low,1143.092105263158
119,Tiara Duta Condo 3R2B Taman Dangan Jaya Ampang,368000,AMPANG,Apartments,957,3,2,Low,384.5350052246604
120,"Taman lembah maju 600 apartment, ampang",280000,AMPANG,Apartments,926,3,2,Low,302.3758099352052
121,"[AFFORDABLE] Suria Jelatek Residence, Ampang hilir",530000,AMPANG,Apartments,1089,3,2,Low,486.6850321395776
122,Ampang - Suria Jelatek Residence - 1420sf - Near LRT - matured area,600000,AMPANG,Apartments,1420,3,2,Low,422.53521126760563
123,"Apartment Bunga Raya Pandan Indah, Ampang, Kuala Lumpur",270000,AMPANG,Apartments,667,3,1,Low,404.7976011994003
124,"Menara Polo at Ampang Hilir, Kampung Pandan Indah Desa near KLCC",533000,AMPANG,Apartments,1485,3,2,Low,358.92255892255895
125,Renovated 1089sqft Suria Jelatek Condominium Ampang Hilir,525000,AMPANG,Apartments,1089,3,2,Low,482.09366391184574
126,M City Fully Furnished Jalan Ampang KLCC Ampang Kuala Lumpur,710000,AMPANG,Apartments,853,1,1,Low,832.3563892145369
127,"The ElementsAmpang, Kuala Lumpur, Fully Furnished",900000,AMPANG,Apartments,1572,4,3,Low,572.5190839694657
128,Sri Ampang Hilir Condominium,400000,AMPANG,Apartments,1042,3,3,Low,383.8771593090211
129,Below Market 30% | Astoria Ampang 747sf,490000,AMPANG,Apartments,747,2,2,Low,655.9571619812584
130,"Impiana Condominium, Jalan Ampang Ulu, Kampung Berembang, 1865sqft",700000,AMPANG,Apartments,1865,5,4,Low,375.33512064343165
131,[STUDIO] Arte Plus Jalan Ampang KL,590000,AMPANG,Apartments,622,1,1,Low,948.5530546623794
132,"[FREEHOLD & LEVEL 3] RENOVATED 202 DC Desa Cahaya, Jalan Ampang KL",1000000,AMPANG,Apartments,1860,4,3,Low,537.6344086021505
133,Ampang Boulevard Non-Bumi unit Fully Furnished Near to Ampang park,480000,AMPANG,Apartments,1117,3,2,Low,429.7224709042077
134,"M Suites 3-bedroom Fully Furnished, Jalan Ampang",1500000,AMPANG,Apartments,1529,3,2,Low,981.0333551340746
135,"202 DESA CAHAYA, Jalan Ampang – Nearby KLCC – Freehold",1250000,AMPANG,Apartments,1690,3,3,Low,739.6449704142012
136,[FOR SALE]THE ELEMENTS JALAN AMPANG|studio|freehold|1 carpark,350000,AMPANG,Apartments,520,1,1,Low,673.0769230769231
137,WOW HOT! MURAH Menara Polo Desa Pandan Ampang Hilir KL Jom View,475000,AMPANG,Apartments,1485,3,2,Low,319.86531986531986
138,"Menara Polo Ampang Block H2 Condo For Sales Property : Build Up: 1,485",450000,AMPANG,Apartments,1485,3,2,Low,303.030303030303
139,"RENOVATED Kojaya Condominium Ampang, KL",395000,AMPANG,Apartments,950,3,2,Low,415.7894736842105
140,Condominium Apartment 1421 SF 3r2b at Suria Jelatek Residence,441000,AMPANG,Apartments,1451,3,2,Low,303.92832529290143
141,The Element Residence [FREEHOLD 705Sqft] Jalan Bemban Ampang Hilir,433000,AMPANG,Apartments,705,1,1,Low,614.1843971631206
142,[EXCLUSIVE] Dedaun Luxury Duplex Penthouse Taman U-Thant KL,5900000,AMPANG,Apartments,7128,5,6,Low,827.7216610549943
143,"M Suites, Ampang Hilir",760000,AMPANG,Apartments,988,2,2,Low,769.2307692307693
144,Walking distance to lrt jelatek & lrt dato keramat,620000,AMPANG,Apartments,1421,3,2,Low,436.31245601688954
145,[BALCONY VIEWS KLCC] SRI AMPANG HILIR CONDOMINIUM K.LUMPURr,430000,AMPANG,Apartments,1042,3,2,Low,412.6679462571977
146,Ampang Putra Residency,440000,AMPANG,Apartments,1234,3,2,Low,356.5640194489465
147,"公寓出售！Pangsapuri Seri Nilam for sale, Ampang",150000,AMPANG,Apartments,650,3,2,Low,230.76923076923077
148,[BIG 1344 sqft] KLCC view Sri Pinang Villa Taman Nirwana,385000,AMPANG,Apartments,1344,3,2,Low,286.4583333333333
149,"Arte plus ampang condominium , kl",570000,AMPANG,Apartments,630,1,1,Low,904.7619047619048
150,Paling Murah Menara Polo Ampang Hilir for Sale Big Unit 1485 SQFT,490000,AMPANG,Apartments,1485,3,2,Low,329.96632996632997
151,"Fully Furnished Condominum M Suites, Jalan Ampang Kuala Lumpur",575000,AMPANG,Apartments,502,1,1,Low,1145.418326693227
152,Sri ampang hilir condominium,400000,AMPANG,Apartments,1042,3,2,Low,383.8771593090211
153,[limited unit]1 person 1 unit 3km KLCC monthly installment 800,208888,AMPANG,Apartments,300,1,1,Low,696.2933333333333
154,M suite Residence For Sale,760000,AMPANG,Apartments,988,2,2,Low,769.2307692307693
155,Doorstep to LRT station Prime Area KLCC High Rental Demand SOHO 0%D/P,208888,AMPANG,Apartments,300,1,1,Low,696.2933333333333
156,WALKING DISTANCE TO LRT! Condominium Suria Jelatek,524000,AMPANG,Apartments,1089,3,2,Low,481.17539026629936
157,"Spring Ville Apartment, Ukay Perdana, Ampang",300000,AMPANG,Apartments,736,3,2,Low,407.60869565217394
158,"Oakleaf Park Condominium, Bukit Antarabangsa, Ampang",300000,AMPANG,Apartments,950,3,2,Low,315.7894736842105
159,Tiara Duta Ampang Corner Unit,428000,AMPANG,Apartments,1033,3,2,Low,414.3272023233301
160,The cheapest new smart home condo at ampang jelatek klcc,230000,AMPANG,Apartments,280,1,1,Low,821.4285714285714
161,Ampang -Jalan ampang M suites ( Near LRT Jelatek ) Bellow Market,735000,AMPANG,Apartments,1030,2,2,Low,713.5922330097087
162,"GOOD CONDITION Sri Ampang Hilir Condominium, Kuala Lumpur 1042sqft",400000,AMPANG,Apartments,1042,2,2,Low,383.8771593090211
163,[Near LRT] Suria Jelatek Residence Jalan Jelatek Kitchen Cabinet,525000,AMPANG,Apartments,1089,3,2,Low,482.09366391184574
164,"[Freehold] D-Villa Residence, Ampang Hilir (Holiday Villa}",350000,AMPANG,Apartments,600,1,1,Low,583.3333333333334
165,Mid High floor good renovated Ampang Boulevard Near to Ampang park,408000,AMPANG,Apartments,993,3,2,Low,410.8761329305136
166,Tiara dula condo ampang jaya for sales,455000,AMPANG,Apartments,1008,3,2,Low,451.3888888888889
167,Freehold M Suite condominium in Jalan Ampang Kuala Lumpur,1300000,AMPANG,Apartments,1650,4,3,Low,787.8787878787879
168,Freehold M suite condominium off Jalan Ampang Kuala Lumpur,1300000,AMPANG,Apartments,1650,4,3,Low,787.8787878787879
169,For sale : sri ampang hilir condominium,400000,AMPANG,Apartments,1042,3,2,Low,383.8771593090211
170,"Axis Crown Condominium, Jalan Cempaka, Pandan Indah Ampang, KL",395000,AMPANG,Apartments,890,2,2,Low,443.82022471910113
171,Sri ampang hilir condominium,400000,AMPANG,Apartments,1042,3,2,Low,383.8771593090211
172,"KOJAYA CONDOMINIUM , AMPANG , (5 mins to KPJ Ampang Puteri)",370000,AMPANG,Apartments,932,4,3,Low,396.9957081545064
173,"【199K 1R1B Tepi University & LRT】Below Market 30%, Return Tinggi",220000,AMPANG,Apartments,478,2,2,Low,460.2510460251046
174,Penthouse Menara Mutiara TAR Ampang,850000,AMPANG,Apartments,2699,4,3,Low,314.9314560948499
175,Cheapest Suria Jelatek Residence Ampang Hilir Close to LRT Station,480000,AMPANG,Apartments,1089,3,2,Low,440.77134986225894
176,Ampang Putra Residency for sale,560000,AMPANG,Apartments,1234,3,2,Low,453.80875202593194
177,"( Must View) Best Price, Residensi Chymes Gurney, Dato Keramat",499000,AMPANG,Apartments,995,2,2,Low,501.5075376884422
178,"Suria Jelatek Condo , Below Market , Grab It Now , Ampang Hilir KL",418000,AMPANG,Apartments,860,3,2,Low,486.04651162790697
179,"Menara impian condominium, taman tar ampang for sale !!!!",495000,AMPANG,Apartments,1060,3,2,Low,466.9811320754717
180,"Sri Penara Apartment Taman Tasik Permaisuri, Kuala Lumpur",250000,AMPANG,Apartments,650,3,2,Low,384.61538461538464
181,Ampang Suria Jelatek Residence - 1420sf - Near LRT - Limited unit,600000,AMPANG,Apartments,1420,3,2,Low,422.53521126760563
182,"Impiana Condo Ampang, Duplex Reno Penthouse Low density",1908888,AMPANG,Apartments,3530,5,5,Low,540.7614730878187
183,"NOVO Ampang, Ampang Hilir KLCC",810000,AMPANG,Apartments,686,1,1,Low,1180.7580174927114
184,Amaya Maluri Service Apartment Taman Maluri,445500,AMPANG,Apartments,1044,3,2,Low,426.7241379310345
185,(BEST UNIT) Tiara Duta Condominium / Duplex / Ampang,575000,AMPANG,Apartments,1600,3,2,Low,359.375
186,[low floor] apartment bistaria untuk dijual!!,265000,AMPANG,Apartments,850,2,2,Low,311.7647058823529
187,"Ampang saujana jalan mulia 2/1, tingkat 4",140000,AMPANG,Apartments,650,3,2,Low,215.3846153846154
188,SRI AMPANG HILIR CONDOMINIUM,400000,AMPANG,Apartments,1042,3,2,Low,383.8771593090211
189,1180 sq.ft. Hillside Apartment Taman Melawati Ampang,399000,AMPANG,Apartments,1180,3,2,Low,338.135593220339
190,Pandan Indah commercial park,120000,AMPANG,Apartments,640,2,2,Low,187.5
191,"GCB Court Condo [ 1,925 Sqft - FREEHOLD!! BELOW MV!! ] Jalan Ampang",620000,AMPANG,Apartments,1925,4,3,Low,322.0779220779221
192,WTS : Partial Furnished Unit The Element Ampang,1000000,AMPANG,Apartments,1570,3,2,Low,636.9426751592357
193,WTS : SoHo Fully Furnished Unit M-City Jalan Ampang,730000,AMPANG,Apartments,910,1,2,Low,802.1978021978022
194,WTS : Fully Furnished Duplex M-City Ampang Super Nice Unit !!,720000,AMPANG,Apartments,910,1,2,Low,791.2087912087912
195,Permai Puteri Pangsapuri For Sale in Ampang,290000,AMPANG,Apartments,833,3,2,Low,348.13925570228093
196,[AMPANG] Putera Permai Apartment NEAR CORNER UNIT,340000,AMPANG,Apartments,1080,3,2,Low,314.81481481481484
197,[1013KPS] Apt Permai Putera Fully Furnished 10KM Ke KLCC Di Ampang Jay,340000,AMPANG,Apartments,1013,3,2,Low,335.63672260612043
198,100%LOAN+CASH BACK SemiFurnish 705sf The Elements Condo Ampang KL City,450000,AMPANG,Apartments,705,1,1,Low,638.2978723404256
199,Nobleton Crest Taman U-Thant Ampang Hilir Klcc Fully Furnish ID Design,3700000,AMPANG,Apartments,3800,4,4,Low,973.6842105263158
200,Nobleton Crest Jalan U-Thant Ampang Klcc Fully Furnish and ID Design,3680000,AMPANG,Apartments,3750,4,4,Low,981.3333333333334
201,Nice Unit Nobleton Crest Jalan U-Thant Ampang Klcc Fully Furnish,3650000,AMPANG,Apartments,3700,4,4,Low,986.4864864864865
202,Apartment taman cahaya ampang,250000,AMPANG,Apartments,850,3,2,Low,294.11764705882354
203,Liberty Arc Ampang Ukay NEW CONDO！ FOR SALE NOW VERY CHEAP！！！,330000,AMPANG,Apartments,450,1,1,Low,733.3333333333334
204,Ampang Hilir Impiana Condo,850000,AMPANG,Apartments,1902,5,4,Low,446.8980021030494
205,Mei On The Madge (also known as Vista Permai) for Sell,550000,AMPANG,Apartments,600,1,2,Low,916.6666666666666
206,Luxury Duplex Condo,2300000,AMPANG,Apartments,3680,5,4,Low,625.0
207,"RENOVATED! Sri Angsana Hilir Condo, Near Desa Pandan Ampang Hilir",298000,AMPANG,Apartments,1349,3,2,Low,220.90437361008154
208,"RENO 1349sqft!!! Angsana Hilir Condominium, Desa Pandan Ampang Hilir",298000,AMPANG,Apartments,1349,3,2,Low,220.90437361008154
209,BELOW MARKET GCB Court Fire Sale,620000,AMPANG,Apartments,1925,3,3,Low,322.0779220779221
210,[Freehold]Duplex Condominium TARA33 Ampang Hilir Near ISKL easy access,3250000,AMPANG,Apartments,4715,6,6,Low,689.2895015906681
211,D'Suria Condo Ampang,628000,AMPANG,Apartments,1060,3,2,Low,592.4528301886793
212,THE elements 3R2B nice view below market nearby arteplus ampang,780000,AMPANG,Apartments,1200,3,2,Low,650.0
213,"M CITY AMPANG, JALAN AMPANG, KUALA LUMPUR [ 1104sq.ft ]",702000,AMPANG,Apartments,1104,2,2,Low,635.8695652173913
214,"[below market 19%] The Resident Ampang South, Kuala Lumpur",475000,AMPANG,Apartments,1270,3,2,Low,374.01574803149606
215,Condo suria jelatek residence condominium,530000,AMPANG,Apartments,1089,3,2,Low,486.6850321395776
216,"[NEAR LRT+ F/F]Suria Jelatek, Ampang Hilir,Setiawangsa,KL",470000,AMPANG,Apartments,908,3,2,Low,517.6211453744494
217,FULLY FURNISHED Suria Jelatek Condominium MUST BUY!!,470000,AMPANG,Apartments,908,3,2,Low,517.6211453744494
218,Sri Ampang Hilir Condominium near to KL City,400000,AMPANG,Apartments,1042,3,2,Low,383.8771593090211
219,"Sri angsana hilir condo, desa pandan, 55100 kuala lumpul",325000,AMPANG,Apartments,1266,3,2,Low,256.7140600315956
220,Beautifully Designed Condominium in 202 Desa Cahaya For Sale,1200000,AMPANG,Apartments,1830,4,4,Low,655.7377049180328
221,Villa Duta Condo,330000,AMPANG,Apartments,1250,3,2,Low,264.0
222,Mid High floor good renovated Ampang Boulevard Near to Ampang park,405000,AMPANG,Apartments,936,3,2,Low,432.6923076923077
223,"Ampang saujaana flat, jalan mulia 2/1, tingkat 4",140000,AMPANG,Apartments,650,3,2,Low,215.3846153846154
224,AMPANG BOULEVARD(Freehold)Sale 355k TAMAN AMPANG UTAMA Ampang Selangor,355000,AMPANG,Apartments,936,3,2,Low,379.2735042735043
225,"Apartment Sri Merdeka 1, Taman sri merdeka ampang tingkat 5",160000,AMPANG,Apartments,650,3,2,Low,246.15384615384616
226,"RENOVATED, 908sqft | Suria Jelatek Residence",530000,AMPANG,Apartments,908,3,2,Low,583.7004405286343
227,CANTIK | TERMURAH | BULANAN 1000 Permai Prima Apartment Ampang!!,260000,AMPANG,Apartments,758,3,2,Low,343.00791556728234
228,"Tiara Duta Condominium, Corner Unit, Duplex, Ampang Blow market price",530000,AMPANG,Apartments,1600,4,3,Low,331.25
229,Taman Cahaya Apartment Ampang | (BOOKING RM1000. DEPOSIT FLEXIBLE),250000,AMPANG,Apartments,850,3,2,Low,294.11764705882354
230,Cheapest Suria Jelatek Residence Ampang Hilir Close to LRT Station,480000,AMPANG,Apartments,1089,3,2,Low,440.77134986225894
231,For sale: ampang boulevard 100% fully furnished & renovated,380000,AMPANG,Apartments,936,3,2,Low,405.982905982906
232,RM8xx monthly to own a Luxury Studio in KL City Linked to LRT,230000,AMPANG,Apartments,280,1,1,Low,821.4285714285714
233,[FULLY FURNISHED] Suria Jelatek Residence Jalan Jelatek,430000,AMPANG,Apartments,858,3,2,Low,501.16550116550115
234,FULLY FURNISHED Suria Jelatek Condominium 908SQFT!!,465000,AMPANG,Apartments,908,3,2,Low,512.114537444934
235,[Below Market 30%] M City Jalan Ampang 678sf Ampang Hilir,422000,AMPANG,Apartments,678,1,1,Low,622.4188790560472
236,Below Market 34% | Duplex M City Jalan Ampang 1018sf Ampang Hilir,594000,AMPANG,Apartments,1018,2,2,Low,583.4970530451866
237,Hon Residensi 1R1B Condo Taman Nirwana Ampang Jaya,430000,AMPANG,Apartments,700,1,1,Low,614.2857142857143
238,"[FULLY FURNISHED] 2 Hampshire, Hampshire Park, KLCC",2100000,AMPANG,Apartments,2356,5,4,Low,891.3412563667233
239,Ampang Soho Jelatek Kuala Lumpur,200000,AMPANG,Apartments,280,1,1,Low,714.2857142857143
240,Apartment sri melor ukay height ampang,245000,AMPANG,Apartments,860,3,2,Low,284.8837209302326
241,The Elements Ampang,620000,AMPANG,Apartments,705,1,1,Low,879.4326241134752
242,"Fully furnished m suites jalan ampang, kuala lumpur",680000,AMPANG,Apartments,820,1,1,Low,829.2682926829268
243,Partly furnished suria jelatek ampang hilir,530000,AMPANG,Apartments,1089,3,2,Low,486.6850321395776
244,"CORNER | SPACIOUS LIVING ROOM Penthouse Mutiara Merdeka, Ampang",1350000,AMPANG,Apartments,4550,5,5,Low,296.7032967032967
245,"(BIG SIZE!!) Sri Angsana Hilir Condominium, Desa Pandan, Ampang Hilir",310000,AMPANG,Apartments,1349,3,2,Low,229.79985174203114
246,ACTUAL PICTURE | 3676 SQFT Nobleton Crest Taman U-Thant KL,3860000,AMPANG,Apartments,3676,5,5,Low,1050.0544069640914
247,Below Market 31% | Arte Plus Arte+ Jalan Ampang 902sf,450000,AMPANG,Apartments,902,3,2,Low,498.8913525498891
248,BOOKING 5k FREEHOLD Luxurious Rasidence Nobleton Crest Fully Furnished,3900000,AMPANG,Apartments,3676,5,5,Low,1060.9357997823722
