Unnamed: 0,Title,Price,Area,Category,Size,Bedrooms,Bathrooms
0,"M City Serviced Residence Jalan Ampang 886sf, Fully Furnished Tenanted",690000,AMPANG,Apartments,886 sq.ft.,2,2
1,Cheapest fully furnished suria jelatek residence ampang hilir,420000,AMPANG,Apartments,858 sq.ft.,3,2
2,3bed 2bath Suria Jelatek Condo 5 min to LRT and KLCC,420000,AMPANG,Apartments,860 sq.ft.,3,2
3,"[30% Below,1037sf] Direct Subsale not Auction!! Arte Plus Jalan Ampang",568444,AMPANG,Apartments,1037 sq.ft.,3,2
4,HOT area | Tiara Ampang | Near Ampang Point | 1650sqft | BELOW MARKET,618000,AMPANG,Apartments,1650 sq.ft.,4,2
5,HOT area | City Garden Orchid Court | Taman Nirwana | Lower Floor Unit,428000,AMPANG,Apartments,1250 sq.ft.,4,2
6,100%LOAN SemiFurnish 705sf The Elements Condo Ampang KL City,450000,AMPANG,Apartments,705 sq.ft.,1,1
7,Tiara Duta Condo G Floor 3R2B Taman Dangan Jaya Ampang,368000,AMPANG,Apartments,957 sq.ft.,3,2
8,Cheapest Suria Jelatek Residence Ampang Hilir Close to LRT Station,525000,AMPANG,Apartments,1420 sq.ft.,3,2
9,1865sf LAKE VIEW Impiana On The Waterfront Condominium,680000,AMPANG,Apartments,1865 sq.ft.,5,4
10,FULLY FURNISHED Suria Jelatek Residence Condo Ampang Hilir KL,420000,AMPANG,Apartments,1420 sq.ft.,3,2
11,"VIEW LRT JELATEK I Suria Jelatek Residence, Jln Jelatek KL",530000,AMPANG,Apartments,1089 sq.ft.,3,2
12,Rumah Untuk Dijual,300000,AMPANG,Apartments,602 sq.ft.,3,2
13,Tara 33 Condo Ampang Hilir 2750sf Free Hold RENO SUPER BELOW MV,1300000,AMPANG,Apartments,2750 sq.ft.,3,3
14,Mei On The Madge Condo Duplex (Vista Permai Jalan Ampang Taman U Thant,1000000,AMPANG,Apartments,1882 sq.ft.,5,3
15,Luxury Condo nearby embassy,2488000,AMPANG,Apartments,2260 sq.ft.,4,4
16,[Low Booking] Mei On The Madge Vista Permai Condominium Near KLCC,545000,AMPANG,Apartments,1000 sq.ft.,3,2
17,Awesome Offer Unit For Sale Grab It,920000,AMPANG,Apartments,1100 sq.ft.,2,2
18,MURAH Shop Apartment Pandan Mewah,220000,AMPANG,Apartments,750 sq.ft.,3,1
19,[BMV 44%] Astoria Ampang 747sf,392000,AMPANG,Apartments,747 sq.ft.,2,2
20,"Neu Suites 3rdNvenue, Embassy Row Ampang",459800,AMPANG,Apartments,430 sq.ft.,2,2
21,Ampang Suria Jelatek Residence - 1420sf 2 carparks - Near LRT,600000,AMPANG,Apartments,1420 sq.ft.,3,2
22,BrandNew Complete HonResidence Ampang.3R3B 5MIN To KLCC+Cashback 120K,630000,AMPANG,Apartments,1335 sq.ft.,3,3
23,Cantik!!!Cantik!!!Full LoAN!!!3 CAR PARK,630000,AMPANG,Apartments,1300 sq.ft.,3,3
24,BELOW MARKET Suria Jelatek Ampang Hilir BUMI LOT 1Park Well Kept Cozy,415000,AMPANG,Apartments,860 sq.ft.,3,2
25,Fire sale mesra apartment ampang,200000,AMPANG,Apartments,750 sq.ft.,3,2
26,"Pandan Lakeview Apartment, Pandan Perdana Cheras Ampang",300000,AMPANG,Apartments,850 sq.ft.,3,2
27,AXIS CROWN Condo PANDAN INDAH AMPANG FOR SALE,380000,AMPANG,Apartments,890 sq.ft.,2,2
28,SpringVille Apartment Ukay Perdana Renovated & Below Value Bank Value,260000,AMPANG,Apartments,728 sq.ft.,3,2
29,"Suria Jelatek Residence, Kuala Lumpur (Near LRT Station) - MURAH",480000,AMPANG,Apartments,1089 sq.ft.,3,2
30,"FULLY FURNISHED NEAR LRT Suria Jelatek Residence, Jalan Jelatek, KL",430000,AMPANG,Apartments,858 sq.ft.,3,2
31,"[SPACIOUS LAYOUT] Sri Ampang Hilir Condominium, Ampang, Desa Pandan",400000,AMPANG,Apartments,1042 sq.ft.,3,2
32,Sri ampang hilir condominium [murah!!],400000,AMPANG,Apartments,1042 sq.ft.,3,2
33,BrandNew Complete Hon Residence Ampang 3R3B 5MIN To KLCC+Cashback 120K,630000,AMPANG,Apartments,1335 sq.ft.,3,3
34,Well maintained suria jelatek residence ampang hilir kl,620000,AMPANG,Apartments,1420 sq.ft.,3,2
35,"Arte Plus Condominium, Ampang (PRIVATE LIFT)",600000,AMPANG,Apartments,796 sq.ft.,2,2
36,The Atrium ampang,640500,AMPANG,Apartments,624 sq.ft.,2,2
37,TIARA AMPANG CONDOMINIUM (Menara Jade) JALAN AMPANG,500000,AMPANG,Apartments,1217 sq.ft.,3,2
38,"Sri ANGSANA HILIR CONDO,DESA PANDAN",310000,AMPANG,Apartments,1045 sq.ft.,3,2
39,Below Market 52% | Arte Plus Arte + Jalan Ampang 1139sf,430000,AMPANG,Apartments,1139 sq.ft.,3,2
40,Liberty Arc Ampang Ukay KLCC View,308000,AMPANG,Apartments,450 sq.ft.,1,1
41,NEAR LRT FURNISHED Suria Jelatek Residence Jalan Ampang KL,469000,AMPANG,Apartments,908 sq.ft.,3,2
42,"OFFER Rm100 BOOKING,CASH BACK Rm40000,TITIWANGSA RESORT CONDO,NEAR HKL",530000,AMPANG,Apartments,1050 sq.ft.,3,2
43,SMART LIVING HOME Mutiara Merdeka Condominium Ampang Kuala Lumpur,650000,AMPANG,Apartments,1390 sq.ft.,4,3
44,"Impiana condo Ampang, Duplex Corner Penthouse",1780000,AMPANG,Apartments,3735 sq.ft.,5,5
45,FULL LOANCASH BACK SemiFurnish 705sf The Elements Condo Ampang KL City,445000,AMPANG,Apartments,705 sq.ft.,1,1
46,BrandNew Complete Hon Residence Ampang 3R3B 5MIN To KLCC Cashback 120K,630000,AMPANG,Apartments,1335 sq.ft.,3,3
47,Impression U Thant U-Thant 931sf Condo Unit for SALE KL City,1650000,AMPANG,Apartments,931 sq.ft.,3,2
48,"Impression U-Thant U Thant Studio Unit for SALE, KL City, Jalan Ampang",1388000,AMPANG,Apartments,728 sq.ft.,1,1
49,"FULLY FURNISHED Tiara Ampang Condominium, Jalan Ampang 1217sqft",500000,AMPANG,Apartments,1217 sq.ft.,3,2
50,"Near Tesco Ampang, Sri Angsana Hilir, Desa pandan, Ampang Hilir",300000,AMPANG,Apartments,1226 sq.ft.,3,2
51,"Good Invest/Ownstay KLCC Project,Easy to LRT/MRT Station Monthly RM800",200000,AMPANG,Apartments,320 sq.ft.,1,1
52,LOW BOOKING Fully Furnished Studio Megan Ambassy KL City Centre,350000,AMPANG,Apartments,385 sq.ft.,1,1
53,RENO CANTIK Seri Maya Condo Jelatek Near LRT Setiawangsa 1km to KLCC,690000,AMPANG,Apartments,1325 sq.ft.,3,2
54,Kojaya Condo 923sf 4R2B High floor 1cp Ampang KL,378000,AMPANG,Apartments,923 sq.ft.,3,2
55,KLCC VIEW. BALCONY. BEAUTIFUL ID. F-FURNISHED. WALK-LRT. Suria Jelatek,630000,AMPANG,Apartments,1421 sq.ft.,3,2
56,Corner Unit Luxury Condo The Elements Ampang,900000,AMPANG,Apartments,1572 sq.ft.,4,3
57,"Fully furnished m-suite, kuala lumpur",565000,AMPANG,Apartments,502 sq.ft.,1,1
58,"M City Serviced Residence Jalan Ampang , Ampang Hilir",690000,AMPANG,Apartments,886 sq.ft.,2,2
59,Awesome Flat For Sales Grab IT Cahaya Flat,150000,AMPANG,Apartments,700 sq.ft.,2,2
60,[Below Market 34%] Duplex M City Jalan Ampang 1041sf Ampang Hilir,496000,AMPANG,Apartments,1041 sq.ft.,2,2
61,[Below Market 44%] Astoria Ampang 747sf,392000,AMPANG,Apartments,747 sq.ft.,2,2
62,FREEHOLD | GCB Court Condo | 1925sqft | Non Bumi | BELOW PRICE,620000,AMPANG,Apartments,1925 sq.ft.,4,3
63,TERMURAH LEVEL 1 Pangsapuri PKNS Ampang Jaya Jalan 4M,235000,AMPANG,Apartments,755 sq.ft.,3,2
64,"(LEVEL 1)HOT UNIT Pandan Lake View Apartment, Pandan Perdana Ampang KL",310000,AMPANG,Apartments,856 sq.ft.,3,2
65,BELOW MV MURAH Menara Polo Desa Pandan Kuala Lumpur Jom View,455000,AMPANG,Apartments,1485 sq.ft.,3,2
66,Suria Jelatek Residence - 1420sf - Near LRT - Limited unit Ampang,600000,AMPANG,Apartments,1420 sq.ft.,3,2
67,RENOVATED 1089 SQFT Suria Jelatek Residence Jalan Jelatek Kuala Lumpur,530000,AMPANG,Apartments,1089 sq.ft.,3,2
68,"Suria Jelatek Residence, Jalan Jelatek, Kuala Lumpur",530000,AMPANG,Apartments,1089 sq.ft.,3,2
69,"[GROUND FLOOR] Desa Pandan ,Baiduri, Maluri, Ampang, [MURAH MURAH]",282000,AMPANG,Apartments,716 sq.ft.,3,2
70,"Arte Plus, Ampang Kuala Lumpur",538000,AMPANG,Apartments,786 sq.ft.,2,2
71,"[SPACIOUS LUXURY CONDO] Rimbun Embassy Row, Ampang Hilir - 4412sqft",5603240,AMPANG,Apartments,4412 sq.ft.,5,6
72,Madge Mansions Condominium Taman U-Thant KL with Private Lift Lobby,10500000,AMPANG,Apartments,7825 sq.ft.,5,5
73,"[FULLY FURNISHED] Rimbun Embassy Row, Ampang Hilir, KL -3551sqft",6500000,AMPANG,Apartments,3551 sq.ft.,4,5
74,"Rimbun Luxury Triplex Penthouse, Ampang Hilir, KL [Spacious Unit]",25000000,AMPANG,Apartments,17000 sq.ft.,8,10
75,[FULLY FURNISHED] Duplex Condominium TARA33 Ampang Hilir,3250000,AMPANG,Apartments,4715 sq.ft.,6,6
76,"[SPACIOUS UNIT] Rimbun Embassy Row, Ampang Hilir, KL - 4412sqft",7500000,AMPANG,Apartments,4412 sq.ft.,5,6
77,Metro Villa Ground Floor Apartment for Sale,298000,AMPANG,Apartments,960 sq.ft.,3,2
78,"RENOVATED, 1089sqft | Suria Jelatek Residence",530000,AMPANG,Apartments,1089 sq.ft.,3,2
79,CHEAPEAST | RENOVATED | Sri Angsana Hilir Condominium Ampang Hilir,298000,AMPANG,Apartments,1349 sq.ft.,3,2
80,"Suria Jelatek Residence , Ampang Hilir, BELOW MARKET PRICE, near LRT",395000,AMPANG,Apartments,908 sq.ft.,3,2
81,[below market 50k]liberty arc brand new condo high rental yield kl,279000,AMPANG,Apartments,452 sq.ft.,1,1
82,"(Full Loan) One Ampang Avenue Eastside, 1280sf with Balcony",450000,AMPANG,Apartments,1280 sq.ft.,3,2
83,"M city Ampang, Jalan Ampang Hilir, 2ROOM, Nice fully furnished",900000,AMPANG,Apartments,878 sq.ft.,2,2
84,"M-City Jalan Ampang, KL",380000,AMPANG,Apartments,678 sq.ft.,1,1
85,Below Market 37% | Astoria Ampang 747sf,441000,AMPANG,Apartments,747 sq.ft.,3,2
86,[BELOW MARKET] RIVERRA AMPANG KL CHERAS GROUND FLOOR + Corner Unit,323000,AMPANG,Apartments,958 sq.ft.,3,2
87,Below Market 29% | Duplex M City Jalan Ampang 1018sf Freehold,534000,AMPANG,Apartments,1018 sq.ft.,2,2
88,Suria Jelatek Residece UNTUK Jual Fully Renovation Below Market 20%,490000,AMPANG,Apartments,1098 sq.ft.,3,2
89,M City Jalan Ampang Lake View [BELOW MARKET VALUE],560000,AMPANG,Apartments,781 sq.ft.,1,1
90,"Spring Ville Apartment, Ukay Perdana, Ampang, Gd Condition",218000,AMPANG,Apartments,728 sq.ft.,3,2
91,Ampang Apartment Permai Puteri NEGOTIABLE+BELOW MV+NEAR LRT,275000,AMPANG,Apartments,833 sq.ft.,3,2
92,The Elements Ampang For Sale Below Market Value Genting View,680000,AMPANG,Apartments,1065 sq.ft.,2,2
93,The Elements Ampang For Sale Below Market Value 100% Full Loan,430000,AMPANG,Apartments,705 sq.ft.,1,1
94,Sale Axis residence axis Pandan condo 3r 2b near Lrt Pandan Indah,430000,AMPANG,Apartments,1000 sq.ft.,3,2
95,The Elements Ampang For Sale Below Market Value,740000,AMPANG,Apartments,1570 sq.ft.,4,3
96,[950sft] South View One Ampang Avenue High Floor Partly Furnished,350000,AMPANG,Apartments,950 sq.ft.,3,2
97,"First RM2XXk in KLCC Area,extra early bird package 3min to LRT",200000,AMPANG,Apartments,320 sq.ft.,1,1
98,Modern Condo Greenery RM 1200 - Ampang,399000,AMPANG,Apartments,1360 sq.ft.,4,3
99,"[NEAR AMPANG POINT] Ampang Boulevard Condominium, Kuala Lumpur",330000,AMPANG,Apartments,888 sq.ft.,3,2
100,"Ampang : Apartment Taman Cahaya [FREE AIRCONDS, MEDIUM COST MURAH]",250000,AMPANG,Apartments,950 sq.ft.,3,2
101,Sri angsana hilir condominium desa pandan ampang hilir kuala lumpur,298000,AMPANG,Apartments,1349 sq.ft.,3,2
102,M City Jalan Ampang Lake View unit [BELOW MARKET VALUE],680000,AMPANG,Apartments,888 sq.ft.,2,2
103,The Elements Ampang For Sale Below Market Value,440000,AMPANG,Apartments,705 sq.ft.,1,1
104,M City Jalan Ampang Below Market Value BEST DEAL,660000,AMPANG,Apartments,1066 sq.ft.,2,2
105,BELOW PRICE | GCB Court Condo | 1925sqft | RENO | 100% FULL LOAN,620000,AMPANG,Apartments,1925 sq.ft.,4,3
106,The Elements Ampang Service Residence Condominium,870000,AMPANG,Apartments,1432 sq.ft.,3,3
107,Paling Murah Menara Polo Ampang Hilir for Sale Big Unit 1485 SQFT,490000,AMPANG,Apartments,1485 sq.ft.,3,2
108,(NON BUMI) Sri Angsana Hilir Condo Ampang Hilir [1349sqft],298000,AMPANG,Apartments,1349 sq.ft.,3,2
109,Nuri Court Apartment Padan Indah Ampang Below Market Price,310000,AMPANG,Apartments,850 sq.ft.,3,2
110,"Ampang, Mutiara Merdeka Condo",620888,AMPANG,Apartments,1390 sq.ft.,4,3
111,"Nego - menara polo with nice polo club view, furnished",500000,AMPANG,Apartments,1485 sq.ft.,3,2
112,Tiara Duta Condo 3R2B Taman Dangan Jaya Ampang,380000,AMPANG,Apartments,957 sq.ft.,3,2
113,Ampang Pandan Cahaya Metro Villa Apartment corner unit for sale,298000,AMPANG,Apartments,960 sq.ft.,3,2
114,Pandan Utama Apartment For Offer Price,330000,AMPANG,Apartments,960 sq.ft.,3,2
115,Pandan Utama Apartment For Exclusive Offer Price GRAB IT,350000,AMPANG,Apartments,960 sq.ft.,3,2
116,"Suria Jelatek Residence , Ampang Hilir, BELOW MARKET PRICE, near LRT",399000,AMPANG,Apartments,908 sq.ft.,3,2
117,[FULL LOAN] The Element 705sf Ampang Hilir KL City [BELOW MARKET],400000,AMPANG,Apartments,705 sq.ft.,1,1
118,M-Suites Jalan Ampang,695000,AMPANG,Apartments,608 sq.ft.,1,1
119,Tiara Duta Condo 3R2B Taman Dangan Jaya Ampang,368000,AMPANG,Apartments,957 sq.ft.,3,2
120,"Taman lembah maju 600 apartment, ampang",280000,AMPANG,Apartments,926 sq.ft.,3,2
121,"[AFFORDABLE] Suria Jelatek Residence, Ampang hilir",530000,AMPANG,Apartments,1089 sq.ft.,3,2
122,Ampang - Suria Jelatek Residence - 1420sf - Near LRT - matured area,600000,AMPANG,Apartments,1420 sq.ft.,3,2
123,"Apartment Bunga Raya Pandan Indah, Ampang, Kuala Lumpur",270000,AMPANG,Apartments,667 sq.ft.,3,1
124,"Menara Polo at Ampang Hilir, Kampung Pandan Indah Desa near KLCC",533000,AMPANG,Apartments,1485 sq.ft.,3,2
125,Renovated 1089sqft Suria Jelatek Condominium Ampang Hilir,525000,AMPANG,Apartments,1089 sq.ft.,3,2
126,M City Fully Furnished Jalan Ampang KLCC Ampang Kuala Lumpur,710000,AMPANG,Apartments,853 sq.ft.,1,1
127,"The ElementsAmpang, Kuala Lumpur, Fully Furnished",900000,AMPANG,Apartments,1572 sq.ft.,4,3
128,Sri Ampang Hilir Condominium,400000,AMPANG,Apartments,1042 sq.ft.,3,3
129,Below Market 30% | Astoria Ampang 747sf,490000,AMPANG,Apartments,747 sq.ft.,2,2
130,"Impiana Condominium, Jalan Ampang Ulu, Kampung Berembang, 1865sqft",700000,AMPANG,Apartments,1865 sq.ft.,5,4
131,[STUDIO] Arte Plus Jalan Ampang KL,590000,AMPANG,Apartments,622 sq.ft.,1,1
132,"[FREEHOLD & LEVEL 3] RENOVATED 202 DC Desa Cahaya, Jalan Ampang KL",1000000,AMPANG,Apartments,1860 sq.ft.,4,3
133,Ampang Boulevard Non-Bumi unit Fully Furnished Near to Ampang park,480000,AMPANG,Apartments,1117 sq.ft.,3,2
134,"M Suites 3-bedroom Fully Furnished, Jalan Ampang",1500000,AMPANG,Apartments,1529 sq.ft.,3,2
135,"202 DESA CAHAYA, Jalan Ampang – Nearby KLCC – Freehold",1250000,AMPANG,Apartments,1690 sq.ft.,3,3
136,[FOR SALE]THE ELEMENTS JALAN AMPANG|studio|freehold|1 carpark,350000,AMPANG,Apartments,520 sq.ft.,1,1
137,WOW HOT! MURAH Menara Polo Desa Pandan Ampang Hilir KL Jom View,475000,AMPANG,Apartments,1485 sq.ft.,3,2
138,"Menara Polo Ampang Block H2 Condo For Sales Property : Build Up: 1,485",450000,AMPANG,Apartments,1485 sq.ft.,3,2
139,"RENOVATED Kojaya Condominium Ampang, KL",395000,AMPANG,Apartments,950 sq.ft.,3,2
140,Condominium Apartment 1421 SF 3r2b at Suria Jelatek Residence,441000,AMPANG,Apartments,1451 sq.ft.,3,2
141,The Element Residence [FREEHOLD 705Sqft] Jalan Bemban Ampang Hilir,433000,AMPANG,Apartments,705 sq.ft.,1,1
142,[EXCLUSIVE] Dedaun Luxury Duplex Penthouse Taman U-Thant KL,5900000,AMPANG,Apartments,7128 sq.ft.,5,6
143,"M Suites, Ampang Hilir",760000,AMPANG,Apartments,988 sq.ft.,2,2
144,Walking distance to lrt jelatek & lrt dato keramat,620000,AMPANG,Apartments,1421 sq.ft.,3,2
145,[BALCONY VIEWS KLCC] SRI AMPANG HILIR CONDOMINIUM K.LUMPURr,430000,AMPANG,Apartments,1042 sq.ft.,3,2
146,Ampang Putra Residency,440000,AMPANG,Apartments,1234 sq.ft.,3,2
147,"公寓出售！Pangsapuri Seri Nilam for sale, Ampang",150000,AMPANG,Apartments,650 sq.ft.,3,2
148,[BIG 1344 sqft] KLCC view Sri Pinang Villa Taman Nirwana,385000,AMPANG,Apartments,1344 sq.ft.,3,2
149,"Arte plus ampang condominium , kl",570000,AMPANG,Apartments,630 sq.ft.,1,1
150,Paling Murah Menara Polo Ampang Hilir for Sale Big Unit 1485 SQFT,490000,AMPANG,Apartments,1485 sq.ft.,3,2
151,"Fully Furnished Condominum M Suites, Jalan Ampang Kuala Lumpur",575000,AMPANG,Apartments,502 sq.ft.,1,1
152,Sri ampang hilir condominium,400000,AMPANG,Apartments,1042 sq.ft.,3,2
153,[limited unit]1 person 1 unit 3km KLCC monthly installment 800,208888,AMPANG,Apartments,300 sq.ft.,1,1
154,M suite Residence For Sale,760000,AMPANG,Apartments,988 sq.ft.,2,2
155,Doorstep to LRT station Prime Area KLCC High Rental Demand SOHO 0%D/P,208888,AMPANG,Apartments,300 sq.ft.,1,1
156,WALKING DISTANCE TO LRT! Condominium Suria Jelatek,524000,AMPANG,Apartments,1089 sq.ft.,3,2
157,"Spring Ville Apartment, Ukay Perdana, Ampang",300000,AMPANG,Apartments,736 sq.ft.,3,2
158,"Oakleaf Park Condominium, Bukit Antarabangsa, Ampang",300000,AMPANG,Apartments,950 sq.ft.,3,2
159,Tiara Duta Ampang Corner Unit,428000,AMPANG,Apartments,1033 sq.ft.,3,2
160,The cheapest new smart home condo at ampang jelatek klcc,230000,AMPANG,Apartments,280 sq.ft.,1,1
161,Ampang -Jalan ampang M suites ( Near LRT Jelatek ) Bellow Market,735000,AMPANG,Apartments,1030 sq.ft.,2,2
162,"GOOD CONDITION Sri Ampang Hilir Condominium, Kuala Lumpur 1042sqft",400000,AMPANG,Apartments,1042 sq.ft.,2,2
163,[Near LRT] Suria Jelatek Residence Jalan Jelatek Kitchen Cabinet,525000,AMPANG,Apartments,1089 sq.ft.,3,2
164,"[Freehold] D-Villa Residence, Ampang Hilir (Holiday Villa}",350000,AMPANG,Apartments,600 sq.ft.,1,1
165,Mid High floor good renovated Ampang Boulevard Near to Ampang park,408000,AMPANG,Apartments,993 sq.ft.,3,2
166,Tiara dula condo ampang jaya for sales,455000,AMPANG,Apartments,1008 sq.ft.,3,2
167,Freehold M Suite condominium in Jalan Ampang Kuala Lumpur,1300000,AMPANG,Apartments,1650 sq.ft.,4,3
168,Freehold M suite condominium off Jalan Ampang Kuala Lumpur,1300000,AMPANG,Apartments,1650 sq.ft.,4,3
169,For sale : sri ampang hilir condominium,400000,AMPANG,Apartments,1042 sq.ft.,3,2
170,"Axis Crown Condominium, Jalan Cempaka, Pandan Indah Ampang, KL",395000,AMPANG,Apartments,890 sq.ft.,2,2
171,Sri ampang hilir condominium,400000,AMPANG,Apartments,1042 sq.ft.,3,2
172,"KOJAYA CONDOMINIUM , AMPANG , (5 mins to KPJ Ampang Puteri)",370000,AMPANG,Apartments,932 sq.ft.,4,3
173,"【199K 1R1B Tepi University & LRT】Below Market 30%, Return Tinggi",220000,AMPANG,Apartments,478 sq.ft.,2,2
174,Penthouse Menara Mutiara TAR Ampang,850000,AMPANG,Apartments,2699 sq.ft.,4,3
175,Cheapest Suria Jelatek Residence Ampang Hilir Close to LRT Station,480000,AMPANG,Apartments,1089 sq.ft.,3,2
176,Ampang Putra Residency for sale,560000,AMPANG,Apartments,1234 sq.ft.,3,2
177,"( Must View) Best Price, Residensi Chymes Gurney, Dato Keramat",499000,AMPANG,Apartments,995 sq.ft.,2,2
178,"Suria Jelatek Condo , Below Market , Grab It Now , Ampang Hilir KL",418000,AMPANG,Apartments,860 sq.ft.,3,2
179,"Menara impian condominium, taman tar ampang for sale !!!!",495000,AMPANG,Apartments,1060 sq.ft.,3,2
180,"Sri Penara Apartment Taman Tasik Permaisuri, Kuala Lumpur",250000,AMPANG,Apartments,650 sq.ft.,3,2
181,Ampang Suria Jelatek Residence - 1420sf - Near LRT - Limited unit,600000,AMPANG,Apartments,1420 sq.ft.,3,2
182,"Impiana Condo Ampang, Duplex Reno Penthouse Low density",1908888,AMPANG,Apartments,3530 sq.ft.,5,5
183,"NOVO Ampang, Ampang Hilir KLCC",810000,AMPANG,Apartments,686 sq.ft.,1,1
184,Amaya Maluri Service Apartment Taman Maluri,445500,AMPANG,Apartments,1044 sq.ft.,3,2
185,(BEST UNIT) Tiara Duta Condominium / Duplex / Ampang,575000,AMPANG,Apartments,1600 sq.ft.,3,2
186,[low floor] apartment bistaria untuk dijual!!,265000,AMPANG,Apartments,850 sq.ft.,2,2
187,"Ampang saujana jalan mulia 2/1, tingkat 4",140000,AMPANG,Apartments,650 sq.ft.,3,2
188,SRI AMPANG HILIR CONDOMINIUM,400000,AMPANG,Apartments,1042 sq.ft.,3,2
189,1180 sq.ft. Hillside Apartment Taman Melawati Ampang,399000,AMPANG,Apartments,1180 sq.ft.,3,2
190,Pandan Indah commercial park,120000,AMPANG,Apartments,640 sq.ft.,2,2
191,"GCB Court Condo [ 1,925 Sqft - FREEHOLD!! BELOW MV!! ] Jalan Ampang",620000,AMPANG,Apartments,1925 sq.ft.,4,3
192,WTS : Partial Furnished Unit The Element Ampang,1000000,AMPANG,Apartments,1570 sq.ft.,3,2
193,WTS : SoHo Fully Furnished Unit M-City Jalan Ampang,730000,AMPANG,Apartments,910 sq.ft.,1,2
194,WTS : Fully Furnished Duplex M-City Ampang Super Nice Unit !!,720000,AMPANG,Apartments,910 sq.ft.,1,2
195,Permai Puteri Pangsapuri For Sale in Ampang,290000,AMPANG,Apartments,833 sq.ft.,3,2
196,[AMPANG] Putera Permai Apartment NEAR CORNER UNIT,340000,AMPANG,Apartments,1080 sq.ft.,3,2
197,[1013KPS] Apt Permai Putera Fully Furnished 10KM Ke KLCC Di Ampang Jay,340000,AMPANG,Apartments,1013 sq.ft.,3,2
198,100%LOAN+CASH BACK SemiFurnish 705sf The Elements Condo Ampang KL City,450000,AMPANG,Apartments,705 sq.ft.,1,1
199,Nobleton Crest Taman U-Thant Ampang Hilir Klcc Fully Furnish ID Design,3700000,AMPANG,Apartments,3800 sq.ft.,4,4
200,Nobleton Crest Jalan U-Thant Ampang Klcc Fully Furnish and ID Design,3680000,AMPANG,Apartments,3750 sq.ft.,4,4
201,Nice Unit Nobleton Crest Jalan U-Thant Ampang Klcc Fully Furnish,3650000,AMPANG,Apartments,3700 sq.ft.,4,4
202,Apartment taman cahaya ampang,250000,AMPANG,Apartments,850 sq.ft.,3,2
203,Liberty Arc Ampang Ukay NEW CONDO！ FOR SALE NOW VERY CHEAP！！！,330000,AMPANG,Apartments,450 sq.ft.,1,1
204,Ampang Hilir Impiana Condo,850000,AMPANG,Apartments,1902 sq.ft.,5,4
205,Mei On The Madge (also known as Vista Permai) for Sell,550000,AMPANG,Apartments,600 sq.ft.,1,2
206,Luxury Duplex Condo,2300000,AMPANG,Apartments,3680 sq.ft.,5,4
207,"RENOVATED! Sri Angsana Hilir Condo, Near Desa Pandan Ampang Hilir",298000,AMPANG,Apartments,1349 sq.ft.,3,2
208,"RENO 1349sqft!!! Angsana Hilir Condominium, Desa Pandan Ampang Hilir",298000,AMPANG,Apartments,1349 sq.ft.,3,2
209,BELOW MARKET GCB Court Fire Sale,620000,AMPANG,Apartments,1925 sq.ft.,3,3
210,[Freehold]Duplex Condominium TARA33 Ampang Hilir Near ISKL easy access,3250000,AMPANG,Apartments,4715 sq.ft.,6,6
211,D'Suria Condo Ampang,628000,AMPANG,Apartments,1060 sq.ft.,3,2
212,THE elements 3R2B nice view below market nearby arteplus ampang,780000,AMPANG,Apartments,1200 sq.ft.,3,2
213,"M CITY AMPANG, JALAN AMPANG, KUALA LUMPUR [ 1104sq.ft ]",702000,AMPANG,Apartments,1104 sq.ft.,2,2
214,"[below market 19%] The Resident Ampang South, Kuala Lumpur",475000,AMPANG,Apartments,1270 sq.ft.,3,2
215,Condo suria jelatek residence condominium,530000,AMPANG,Apartments,1089 sq.ft.,3,2
216,"[NEAR LRT+ F/F]Suria Jelatek, Ampang Hilir,Setiawangsa,KL",470000,AMPANG,Apartments,908 sq.ft.,3,2
217,FULLY FURNISHED Suria Jelatek Condominium MUST BUY!!,470000,AMPANG,Apartments,908 sq.ft.,3,2
218,Sri Ampang Hilir Condominium near to KL City,400000,AMPANG,Apartments,1042 sq.ft.,3,2
219,"Sri angsana hilir condo, desa pandan, 55100 kuala lumpul",325000,AMPANG,Apartments,1266 sq.ft.,3,2
220,Beautifully Designed Condominium in 202 Desa Cahaya For Sale,1200000,AMPANG,Apartments,1830 sq.ft.,4,4
221,Villa Duta Condo,330000,AMPANG,Apartments,1250 sq.ft.,3,2
222,Mid High floor good renovated Ampang Boulevard Near to Ampang park,405000,AMPANG,Apartments,936 sq.ft.,3,2
223,"Ampang saujaana flat, jalan mulia 2/1, tingkat 4",140000,AMPANG,Apartments,650 sq.ft.,3,2
224,AMPANG BOULEVARD(Freehold)Sale 355k TAMAN AMPANG UTAMA Ampang Selangor,355000,AMPANG,Apartments,936 sq.ft.,3,2
225,"Apartment Sri Merdeka 1, Taman sri merdeka ampang tingkat 5",160000,AMPANG,Apartments,650 sq.ft.,3,2
226,"RENOVATED, 908sqft | Suria Jelatek Residence",530000,AMPANG,Apartments,908 sq.ft.,3,2
227,CANTIK | TERMURAH | BULANAN 1000 Permai Prima Apartment Ampang!!,260000,AMPANG,Apartments,758 sq.ft.,3,2
228,"Tiara Duta Condominium, Corner Unit, Duplex, Ampang Blow market price",530000,AMPANG,Apartments,1600 sq.ft.,4,3
229,Taman Cahaya Apartment Ampang | (BOOKING RM1000. DEPOSIT FLEXIBLE),250000,AMPANG,Apartments,850 sq.ft.,3,2
