Unnamed: 0,Title,Price,Area,Category,Size,Bedrooms,Bathrooms
5761,"2nd floor condominium desa cindaimas, JALAN KLANG LAMA",598000,KUCHAI LAMA,Apartments,1385 sq.ft.,4,3
5762,"Sri desa condo kuchai lama, (block 3, high floor) renovated",450000,KUCHAI LAMA,Apartments,947 sq.ft.,3,2
5763,Apartment Nuri Court Pandan Indah,227700,PANDAN INDAH,Apartments,803 sq.ft.,3,2
5764,"AXIS CROWN PANDAN, AMPANG - Facing KL City, End Lot, Near LRT Station",550000,PANDAN INDAH,Apartments,1210 sq.ft.,3,2
5765,Bunga Raya Apartment Pandan Indah Ampang near Town Guarded,295000,PANDAN INDAH,Apartments,900 sq.ft.,3,1
5766,Nuri Court Apartment Pandan Indah near LRT Cempaka High Floor,258000,PANDAN INDAH,Apartments,806 sq.ft.,3,2
5767,Kedidi Apartment Near LRT High Floor Below Market Value,278000,PANDAN INDAH,Apartments,861 sq.ft.,3,2
5768,"(FULL LOAN) Pandan Mewah Flat, 2nd floor, Non Bumi, 3rooms",175000,PANDAN INDAH,Apartments,751 sq.ft.,3,1
5769,Greenresidence 4room c 9ine residence batu9 mahkota cheras 600K partly,600000,PANDAN INDAH,Apartments,1611 sq.ft.,4,5
5770,"Below Market Jalan Bunga Cempaka 2,Taman Muda (Full Loan Can Arrange)",113000,PANDAN INDAH,Apartments,474 sq.ft.,2,1
5771,KL Cheras-100% Loan| 3R 2B with Balcony and Yard | Monthly RM1090,300000,PANDAN INDAH,Apartments,850 sq.ft.,3,2
5772,Atrium axis condo,480000,PANDAN INDAH,Apartments,850 sq.ft.,3,2
5773,(BOOKING RM1k)Cash Back rm40k LVL2 PANGSAPURI PANDAN INDAH,120000,PANDAN INDAH,Apartments,570 sq.ft.,2,1
5774,Low rise+Lift (Super Buy) Lembah Maju Apartment Pandan Indah Ampang,250000,PANDAN INDAH,Apartments,892 sq.ft.,3,2
5775,Nuri Court 820sf 3R2B Cempaka Lrt Pandan Indah KL,300000,PANDAN INDAH,Apartments,820 sq.ft.,3,2
5776,Taman Lembah Maju Pandan Indah Ampang 727sf BELOW MARKET 100% LOAN,225000,PANDAN INDAH,Apartments,727 sq.ft.,2,1
5777,"Lembah Maju Shop Apartment 1st floor, 2rooms, Move in condition",160000,PANDAN INDAH,Apartments,600 sq.ft.,2,1
5778,Pandan Indah Taman Bakti Flat for Sale Good ROI return,180000,PANDAN INDAH,Apartments,452 sq.ft.,2,1
5779,Pandan indah Flat Pandan Indah Ampang,110000,PANDAN INDAH,Apartments,600 sq.ft.,2,1
5780,"[Jalan kaki je ke LRT Station] Axis Residence, Pandan Indah, Ampang",330000,PANDAN INDAH,Apartments,839 sq.ft.,3,2
5781,"Dahlia Apartment , Pandan Indah , FULL LOAN , Walking Distance to LRT",278000,PANDAN INDAH,Apartments,800 sq.ft.,3,2
5782,[TERMURAH] Axis Residence Axis Pandan Pandan Indah Ampang,330000,PANDAN INDAH,Apartments,834 sq.ft.,3,2
5783,Indah Cempaka Apartment Pandan Indah Ampang Near Guard House,295000,PANDAN INDAH,Apartments,645 sq.ft.,1,1
5784,"Jalan kaki ke lrt cempaka apartment dahlia pandan indah,kl",260000,PANDAN INDAH,Apartments,782 sq.ft.,2,3
5785,"Le Jardin Deluxe , Pandan Indah (RENO N PARTLY FURNISH) KL VIEW",400000,PANDAN INDAH,Apartments,1044 sq.ft.,3,2
5786,"Le Jardin Condominium, LRT Cempaka, Pandan Indah, Ampang, Loan 100%",302000,PANDAN INDAH,Apartments,958 sq.ft.,3,2
5787,"LEVEL 2 NON BUMI | Flat Pandan Jaya, Pandan Indah, Ampang",170000,PANDAN INDAH,Apartments,500 sq.ft.,2,1
5788,"Flat Pandan Jaya, Tingkat 2, Near LRT Pandan Indah, Ampang",170000,PANDAN INDAH,Apartments,500 sq.ft.,2,1
5789,Ampang Pandan Indah Tulip Apartment Good ROI return,265000,PANDAN INDAH,Apartments,900 sq.ft.,3,2
5790,Le Jardine Deluxe Condo for Sale,415000,PANDAN INDAH,Apartments,1020 sq.ft.,3,2
5791,Flat Pandan Jaya Untuk Dijual Berhampiran LRT,170000,PANDAN INDAH,Apartments,500 sq.ft.,2,1
5792,Nuri Court 860sqft Ampang Nice Condition Below Market,300000,PANDAN INDAH,Apartments,860 sq.ft.,3,2
5793,"Pandan Indah, Kuala Lumpur - Newly Refurbished Townhouse",480000,PANDAN INDAH,Apartments,1280 sq.ft.,3,2
5794,Pandan Puteri Condo Pandan Indah Cempaka LRT [Full Reno],425000,PANDAN INDAH,Apartments,1010 sq.ft.,3,2
5795,Axis Sohu Pandan Indah,253600,PANDAN INDAH,Apartments,581 sq.ft.,1,1
5796,"FIRST FLOOR Nuri Court Apartment, Pandan Indah, Kuala Lumpur",310000,PANDAN INDAH,Apartments,800 sq.ft.,3,2
5797,Axis residence pandan indah ampang for sale!!,330000,PANDAN INDAH,Apartments,834 sq.ft.,3,2
5798,"Lembah maju pandan indah, jalan pandan aman pandan indah rp3 tingkat4",105000,PANDAN INDAH,Apartments,572 sq.ft.,2,1
5799,"Corner Lot Merpati Flat Pandan Indah, LRT, Ampang, Cahaya",165000,PANDAN INDAH,Apartments,667 sq.ft.,3,1
5800,"First Floor Dahlia Apartment, Pandan Indah, LRT, Ampang",280000,PANDAN INDAH,Apartments,800 sq.ft.,3,2
5801,Ampang Pandan Cahaya Flat Walking Distance to LRT With ROI,195000,PANDAN INDAH,Apartments,650 sq.ft.,3,1
5802,"Good investment, low cost flat, pandan indah, easy access mrr2",160000,PANDAN INDAH,Apartments,510 sq.ft.,2,1
5803,[ RENOVATED + NEGO ] Apartment Bunga Raya Pandan Indah,295000,PANDAN INDAH,Apartments,915 sq.ft.,3,2
5804,Flat Kos Rendah Pandan Indah (Rumah Pertama) Berhampiran MPAJ Tgkt 4,133000,PANDAN INDAH,Apartments,593 sq.ft.,3,1
5805,Grandeur Tower Pandan Indah Kuala Lumpur near LRT,330000,PANDAN INDAH,Apartments,962 sq.ft.,3,2
5806,3 Min Walk To LRT Dahlia Court Pandan Indah,285000,PANDAN INDAH,Apartments,829 sq.ft.,3,2
5807,Full Loan Dahlia Court Apartment Pandan Indah Ampang Near LRT,299999,PANDAN INDAH,Apartments,835 sq.ft.,3,2
5808,Pandan Cahaya Apartment 3room 2bath nr 2 LRT station,199000,PANDAN INDAH,Apartments,650 sq.ft.,3,1
5809,1 MIN WALK TO LRT*Indah Cempaka Studio Pandan Indah Jaya Ampang KLCC,320000,PANDAN INDAH,Apartments,675 sq.ft.,1,1
5810,Cheras green residence c emeraldhill partlyfurnish 1611sqf 4room,590000,PANDAN INDAH,Apartments,1611 sq.ft.,4,5
5811,"Garden View Apartment, Lembah Maju 3rooms, 1st floor",260000,PANDAN INDAH,Apartments,840 sq.ft.,3,2
5812,Duplex Unit! Apartment Bunga Raya Hibiscus Pandan Indah Kuala Lumpur U,295000,PANDAN INDAH,Apartments,915 sq.ft.,3,2
5813,"BEAUTIFUL UNIT Duplex Unit, Renovated Apartment Bunga Raya (Hibiscus)",295000,PANDAN INDAH,Apartments,915 sq.ft.,3,2
5814,Renovated Duplex Unit | Apartment Bunga Raya (Hibiscus) Pandan Indah,295000,PANDAN INDAH,Apartments,915 sq.ft.,3,2
5815,"Low deposit | near lrt cempaka | apartment dahlia pandan indah,kl",260000,PANDAN INDAH,Apartments,782 sq.ft.,3,2
5816,"Kedidi Apartment at Pandan Indah, near Cempaka LRT, Ampang Cahaya KLCC",299000,PANDAN INDAH,Apartments,807 sq.ft.,3,2
5817,Below Market Price Shop LF Apartment Pandan Indah Ampang Kuala Lumpur,175000,PANDAN INDAH,Apartments,704 sq.ft.,3,2
5818,"[GOOD FOR INVESTMENT]Flat Pandan Indah, Kuala Lumpur",160000,PANDAN INDAH,Apartments,588 sq.ft.,3,1
5819,1 min walk to LRT*Indah Cempaka Studio Pandan Indah Jaya Ampang KLCC,280000,PANDAN INDAH,Apartments,603 sq.ft.,1,1
5820,Good Investment! Flat Pandan Indah Cheras Untuk Dijual,170000,PANDAN INDAH,Apartments,588 sq.ft.,3,2
5821,"[GAJI 2300K JE][LEVEL 1][FULL LOAN] Apart Nuri Court, Pandan Indah, KL",299000,PANDAN INDAH,Apartments,850 sq.ft.,3,2
5822,Fully Renovated*Nuri Court Pandan Indah Jaya Cahaya Cempaka KLCC,298000,PANDAN INDAH,Apartments,800 sq.ft.,3,2
5823,"Pandan Indah Shop Apartment, 778sf RENOVATED, Bukit Teratai Ampang",210000,PANDAN INDAH,Apartments,778 sq.ft.,2,1
5824,"Nuri Court, Pandan Indah, Ampang, Near Lrt Station, FIRST FLOOR",305000,PANDAN INDAH,Apartments,860 sq.ft.,3,2
5825,Pangsapuri 610 pandan indah,108000,PANDAN INDAH,Apartments,560 sq.ft.,2,1
5826,Pandan Indah Shop Apartment 1st Floor Near Pandan Mewah Ampang Sale,190000,PANDAN INDAH,Apartments,751 sq.ft.,2,1
5827,Lembah Maju Apartment | KL | Pandan indah | for sale,200000,PANDAN INDAH,Apartments,838 sq.ft.,3,2
5828,"(Full Loan) Lembah Maju Shop Apartment, 2rooms, Pandan Indah",125000,PANDAN INDAH,Apartments,600 sq.ft.,2,1
5829,"Flat Pandan Indah, Kuala Lumpur",160000,PANDAN INDAH,Apartments,588 sq.ft.,3,1
5830,Duplex Type Apartment Bunga Raya Pandan Indah Ampang,285000,PANDAN INDAH,Apartments,915 sq.ft.,3,2
5831,Selangor Lembah Maju pandan indah Shop apartment Top Floor,188000,PANDAN INDAH,Apartments,750 sq.ft.,3,1
5832,Shop Apartment Taman Lembah Maju Pandan Indah Ampang 100% LOAN T&C,188000,PANDAN INDAH,Apartments,720 sq.ft.,3,1
5833,"Low Cost Flat Pandan Indah, Kuala Lumpur",160000,PANDAN INDAH,Apartments,588 sq.ft.,3,1
5834,Pangsapuri 610 for sale near ampang cheras kuala lumpur,110000,PANDAN INDAH,Apartments,560 sq.ft.,2,1
5835,PANDAN INDAH CONDO ❤️ AXIS RESIDENCE LRT 2 MIN ONLY ! KLCC VIEW,410000,PANDAN INDAH,Apartments,1040 sq.ft.,3,2
5836,"[Loan 95%] Apartment Nuri Court-Pandan Indah,Kuala Lumpur",241200,PANDAN INDAH,Apartments,803 sq.ft.,3,2
5837,Sri pandan Condo Taman Pandan Mewah,420000,PANDAN INDAH,Apartments,900 sq.ft.,3,2
5838,Pandan indah shop apartment cheras kl fully furnish,305000,PANDAN INDAH,Apartments,710 sq.ft.,3,1
5839,"Amapng Pandan Indah Shop Apartment for SALE.Nr Cheras, Yulek, Perdana",185000,PANDAN INDAH,Apartments,720 sq.ft.,3,2
5840,Flat Taman Lembah Maju 1st Floor,185000,PANDAN INDAH,Apartments,550 sq.ft.,2,1
5841,Green residence 4room partlyfurnish cashback 120K see emeraldhill ,590000,PANDAN INDAH,Apartments,1611 sq.ft.,4,5
5842,"(Full Loan) Pangsapuri Seri Nilam, 3rooms with balcony Non Bumi",145000,PANDAN INDAH,Apartments,630 sq.ft.,3,1
5843,"Pandan Puteri condo, Pandan Indah 3room, Renovated, Nearby LRT Cempaka",480000,PANDAN INDAH,Apartments,1010 sq.ft.,3,2
5844,"Turun harga!! near lrt cempaka apartment dahlia pandan indah,kl",265000,PANDAN INDAH,Apartments,782 sq.ft.,3,2
5845,GreenResidence 610K 4room 4carpark c emeraldhill bukit cheras partly f,610000,PANDAN INDAH,Apartments,1611 sq.ft.,4,5
5846,Greenery Hilltop Condo - 1360sf / Free 2 Carpark - Pandan Indah,399000,PANDAN INDAH,Apartments,1360 sq.ft.,4,3
5847,Pangsapuri Sri Inai Flat Pandan Indah LRT Ampang Cheras (Fully Reno),210000,PANDAN INDAH,Apartments,650 sq.ft.,3,2
5848,Le Jardine Condominium Near LRT Pandan Indah Cheras Ampang,303000,PANDAN INDAH,Apartments,1020 sq.ft.,3,2
5849,"Partially Furnished | Duplex Apartment Bunga Raya, Jalan Pandan Indah",295000,PANDAN INDAH,Apartments,915 sq.ft.,3,2
5850,"Duplex Apartment Bunga Raya, Jln Pandan Indah, Ampang",295000,PANDAN INDAH,Apartments,915 sq.ft.,3,2
5851,Kenari Court Pandan Indah,335000,PANDAN INDAH,Apartments,807 sq.ft.,3,2
5852,"Tulip Apartment at Pandan Indah, Dahlia Apartment, Ampang Cempaka LRT",280000,PANDAN INDAH,Apartments,904 sq.ft.,3,2
5853,Le Jardin Condo at Pandan Indah,318000,PANDAN INDAH,Apartments,1030 sq.ft.,3,2
5854,"Nuri Court at Pandan Indah, Cempaka LRT, Ampang, Kenari, Tulip",268000,PANDAN INDAH,Apartments,826 sq.ft.,3,2
5855,"PARTLY FURNISH Duplex Unit Apartment Bunga Raya, Pandan Indah Ampang",295000,PANDAN INDAH,Apartments,915 sq.ft.,3,2
5856,"Near LRT Cempaka DUPLEX Unit Apartment Bunga Raya, Pandan Indah",295000,PANDAN INDAH,Apartments,915 sq.ft.,3,2
5857,[duplex reno cantik 4min ke lrt cempaka]apt bunga raya pandan indah kl,295000,PANDAN INDAH,Apartments,915 sq.ft.,3,2
5858,"[LOW LEVEL WITH LIFT, WALK TO LRT} Le Jardine Condominium Pandan Indah",350000,PANDAN INDAH,Apartments,1050 sq.ft.,3,2
5859,RUMAH CANTIK BELLOW MARKET DUPLEX Apartment Bunga Raya Pandan Indah KL,295000,PANDAN INDAH,Apartments,915 sq.ft.,3,2
5860,Taman Lembah Maju 600 Apartment Near Pandan Indah Ampang,260000,PANDAN INDAH,Apartments,900 sq.ft.,3,2
5861,Duplex Apartment Bunga Raya Hibiscus Pandan Indah,295000,PANDAN INDAH,Apartments,915 sq.ft.,3,2
5862,"Ampang : Flat Lembah Maju Pandan Indah [END LOT, LOW COST MURAH!!!]",145000,PANDAN INDAH,Apartments,608 sq.ft.,2,1
5863,BUNGA RAYA INDAH Ground Floor Apartment,255000,PANDAN INDAH,Apartments,667 sq.ft.,3,1
5864,"Duplex Unit, Renovated Apartment Bunga Raya (Hibiscus), Pandan Indah",295000,PANDAN INDAH,Apartments,915 sq.ft.,3,2
5865,TERMURAH LEVEL 1 Flat Pandan Indah Ampang,140000,PANDAN INDAH,Apartments,510 sq.ft.,2,1
5866,Grandeur Tower Pandan Indah Kuala Lumpur,330000,PANDAN INDAH,Apartments,960 sq.ft.,3,2
5867,"[DUPLEX] Apartment Kenari Court, Pandan Indah - near to LRT Cempaka",290000,PANDAN INDAH,Apartments,861 sq.ft.,3,2
5868,Cantik Cantik Cantik!!!BELOW MARKET!!!! FULL LOAN!!! FULL RENO!!!,268000,PANDAN INDAH,Apartments,850 sq.ft.,3,2
5869,Garden Tower Apartment | FULLY RENO | CORNER UNIT | BELOW MARKET PRICE,268000,PANDAN INDAH,Apartments,903 sq.ft.,3,2
5870,Renoved Duplex Unit Apartment Bunga Raya Pandan Indah,295000,PANDAN INDAH,Apartments,915 sq.ft.,3,2
5871,"NON BUMI, BIG SIZE, MURAH | Axis Residence, Pandan Indah",330000,PANDAN INDAH,Apartments,839 sq.ft.,3,2
5872,Green Residence 4room 1611sqf freehold aeon maluri cheras mahkota ,620000,PANDAN INDAH,Apartments,1611 sq.ft.,4,5
5873,Dahlia Apartment Pandan Indah LRT,268000,PANDAN INDAH,Apartments,800 sq.ft.,3,2
5874,0% Downpayment DAHLIA APARTMENT Pandan Indah KL 800sqft[BELOW MARKET],270000,PANDAN INDAH,Apartments,800 sq.ft.,3,2
5875,"BELOW MARKET Taman Lembah Maju Apartment, Pandan Indah, Top Floor",110000,PANDAN INDAH,Apartments,572 sq.ft.,2,1
5876,"Fully Furnish Pandan Indah Apartment Inai, LRT Cempaka Cheras KL",190000,PANDAN INDAH,Apartments,650 sq.ft.,3,1
5877,"(HOT LOCATION, DUPLEX UNIT) Apartment Bunga Raya, Pandan",285000,PANDAN INDAH,Apartments,915 sq.ft.,3,2
5878,Apartment With Balcony and Lift at Lembah Maju Pandan Indah,230000,PANDAN INDAH,Apartments,950 sq.ft.,3,2
5879,Nuri Court Apartment 803SF 3r2b Pandan Indah,268000,PANDAN INDAH,Apartments,803 sq.ft.,3,2
5880,Garden Tower Apartment | Lembah Maju | FULL RENO | Corner Unit | 903sf,268000,PANDAN INDAH,Apartments,903 sq.ft.,3,2
5881,"[Rumah Pertama] Flat Kos Rendah Pandan Indah Berhampiran MPAJ, Tgkt 4",135000,PANDAN INDAH,Apartments,593 sq.ft.,3,1
5882,"GROUND FLOOR Apartment Bunga Raya Pandan Indah, Ampang",270000,PANDAN INDAH,Apartments,667 sq.ft.,3,1
5883,Near LRT Axis Residence Pandan Indah Ampang Tingkat 23,330000,PANDAN INDAH,Apartments,839 sq.ft.,3,2
5884,GROUND FLOOR Apartment Bunga Raya Pandan Indah,255000,PANDAN INDAH,Apartments,667 sq.ft.,3,1
5885,Villa pandan condo for sale and rent,450000,PANDAN INDAH,Apartments,1200 sq.ft.,3,2
5886,Pandan Indah Dahlia Apartment Jalan kaki ke LRT CEMPAKA,260000,PANDAN INDAH,Apartments,782 sq.ft.,3,2
5887,"TERMURAH NEAR LRT Duplex Bunga Raya Apartment, Pandan Indah",285000,PANDAN INDAH,Apartments,915 sq.ft.,3,2
5888,Near Public Bank Pandan Indah Hospital Ampang,150000,PANDAN INDAH,Apartments,750 sq.ft.,3,1
5889,GreenResidence 4room 590K partlyfurnish face taman alam damai cheras,590000,PANDAN INDAH,Apartments,1611 sq.ft.,4,5
5890,Sri Pandan Condominium Pandan Mewah PARTLY FURNISHED AND RENOVATED,410000,PANDAN INDAH,Apartments,905 sq.ft.,3,2
5891,"[Renovate] Full Loan | Low Cost Flat Sekolah Pandan Indah, Lembah Maju",160000,PANDAN INDAH,Apartments,608 sq.ft.,3,1
5892,Tulip Apt 5mins walk to LRT Cempaka Pandan Indah,295000,PANDAN INDAH,Apartments,800 sq.ft.,3,2
5893,[Hot Location] DUPLEX Apartment Bunga Raya Jalan Pandan Indah AMPANG,295000,PANDAN INDAH,Apartments,915 sq.ft.,3,2
5894,Axis Sohu Pandan Indah Ampang 543sf DUPLEX UNIT Beside LRT Station,299000,PANDAN INDAH,Apartments,543 sq.ft.,1,1
5895,Apartment Duplex Bunga Raya Taman Pandan Indah Ampang,330000,PANDAN INDAH,Apartments,1049 sq.ft.,3,2
5896,"Below Bank Value , Walk to LRT , Indah Cempaka , Axis, Ampang , KL",290000,PANDAN INDAH,Apartments,650 sq.ft.,1,1
5897,"LRT ,1600sf Very Big Unit > Pandan Villa , Pandan Indah , Cheras , KL",455000,PANDAN INDAH,Apartments,1600 sq.ft.,3,2
5898,"[ 100% Loan ] Apartment Pandan Jaya, dekat dengan Stesen LRT",150000,PANDAN INDAH,Apartments,500 sq.ft.,2,1
5899,"Duplex Apartment Bunga Raya, Jln Pandan Indah, Ampang",295000,PANDAN INDAH,Apartments,915 sq.ft.,3,2
5900,Nuri Court Apartment For Sale,319000,PANDAN INDAH,Apartments,860 sq.ft.,3,2
5901,"D'PINES Ampang Condominium,Near LRT Pandan Indah & LRT Cempaka",645000,PANDAN INDAH,Apartments,1602 sq.ft.,3,2
5902,GOOD FOR INVESTMENT*Nuri Court Apartment Pandan Indah Ampang,310000,PANDAN INDAH,Apartments,800 sq.ft.,3,2
5903,Green residence 4room newcondo c cheras mahkota partly furnish,590000,PANDAN INDAH,Apartments,1611 sq.ft.,4,5
5904,"Non Bumi lot, Nuri Court",315000,PANDAN INDAH,Apartments,850 sq.ft.,3,2
5905,"Axis Crown Residence 1,110 sqft Pandan Indah near LRT PRICE NEGOTIABLE",475000,PANDAN INDAH,Apartments,1110 sq.ft.,3,2
5906,"Apartment kenari court pandan indah, jln ampang",335000,PANDAN INDAH,Apartments,807 sq.ft.,3,2
5907,Green residence partlyfurnish 4room 4carpark c sunway cheras,590000,PANDAN INDAH,Apartments,1611 sq.ft.,4,5
5908,"[100% Loan] Nuri Court Apartment, Pandan Indah [LOW DOWN PAYMENT]",260000,PANDAN INDAH,Apartments,826 sq.ft.,3,2
5909,Garden Tower Apartment | Lembah Maju | FULLY RENO | BELOW MARKET PRICE,268000,PANDAN INDAH,Apartments,850 sq.ft.,3,2
5910,EKSLUSIF | BELOW MARKET Nusa Mewah Condo Bukit Pandan Ampang,330000,PANDAN INDAH,Apartments,865 sq.ft.,3,2
5911,"[650m to LRT l WELL MAINTAINED] Dahlia Apartment, Pandan Indah, Ampang",280000,PANDAN INDAH,Apartments,782 sq.ft.,3,2
5912,Below Market Value + Dekat LRT I Pandan Villa Condominium Pandan Indah,380000,PANDAN INDAH,Apartments,1238 sq.ft.,3,2
5913,Below Market AB & AG Jalan Pandan Indah ( Full Loan Can Arrange ),120000,PANDAN INDAH,Apartments,507 sq.ft.,3,1
5914,"KEDIDI Apartment, PANDAN INDAH, Ampang - WALKING DISTANCE LRT STATION",298000,PANDAN INDAH,Apartments,807 sq.ft.,3,2
5915,PALING CANTIK BELOW MARKET ‼️ - Apartment Nuri Court Pandan Indah,400000,PANDAN INDAH,Apartments,851 sq.ft.,3,2
5916,"[READY MOVE IN] Fortune Heights Lembah Maju, Taman Muda",194999,PANDAN INDAH,Apartments,689 sq.ft.,2,1
5917,"|BOOKING 1K| Axis Residence, Pandan Indah, Ampang",340000,PANDAN INDAH,Apartments,739 sq.ft.,2,2
5918,"NURI COURT APARTMENT, PANDAN INDAH KUALA LUMPUR [ 803 sq.ft ]",268000,PANDAN INDAH,Apartments,803 sq.ft.,3,2
5919,Flat Pandan Indah Kuala Lumpur,160000,PANDAN INDAH,Apartments,588 sq.ft.,3,1
5920,"Grandeur Tower, Pandan Indah, Apartment",325000,PANDAN INDAH,Apartments,960 sq.ft.,3,2
5921,"Dahlia Apatment Condo , Nice Price , Hot Selling , Pandan Indah KL",245000,PANDAN INDAH,Apartments,800 sq.ft.,3,2
5922,"Fully Furnish N Renovate, Walk Distance to LRT, Apartment Nuri Court",400000,PANDAN INDAH,Apartments,851 sq.ft.,3,2
5923,"BOOKING 1K [HIGH FLOOR] Axis Residence Condominium, Pandan Indah",340000,PANDAN INDAH,Apartments,739 sq.ft.,2,2
5924,"[Tenanted/Below MV] Seri Baiduri Apartment, Ampang",260000,PANDAN INDAH,Apartments,850 sq.ft.,3,2
5925,Ampang Pandan Indah Dahlia Apartment dekat LRT good ROI,278000,PANDAN INDAH,Apartments,786 sq.ft.,3,2
5926,PALING MURAH Pangsapuri Sri Nilam Ampang 650 sqft,145000,PANDAN INDAH,Apartments,650 sq.ft.,3,2
5927,"[100% Loan] Pandan Mewah Heights, Pandan Indah,",320000,PANDAN INDAH,Apartments,965 sq.ft.,3,2
5928,Pandan Indah LEJARDIN Condo 2 minutes walk to CEMPAKA LRT,350000,PANDAN INDAH,Apartments,1020 sq.ft.,3,2
5929,"Mid Floor Nuri Court, Pandan Indah, LRT, Ampang",268000,PANDAN INDAH,Apartments,826 sq.ft.,3,2
5930,"TENANTED+LEVEL 1 Nuri Court Apartment, Pandan Indah Ampang",310000,PANDAN INDAH,Apartments,800 sq.ft.,3,2
5931,"[GOOD FOR INVESTMENT]Flat Pandan Indah, Kuala Lumpur",170000,PANDAN INDAH,Apartments,588 sq.ft.,3,1
5932,Rumah Cantik Pandan Indah,170000,PANDAN INDAH,Apartments,650 sq.ft.,3,1
5933,"Fawina Court Condominium, Taman Putra Sulaiman, Ampang, 919sqft",280000,PANDAN INDAH,Apartments,919 sq.ft.,2,2
5934,MCO deal ! HATA SQUARE (1st flr wt Access card & Lift ) Pandan Ampang,275000,PANDAN INDAH,Apartments,775 sq.ft.,2,2
5935,Ampang : Flat Lembah Maju [LOW COST FLAT MURAH !!!],165000,PANDAN INDAH,Apartments,572 sq.ft.,2,1
5936,Le Jardine Condominium Pandan Indah For Sale,330000,PANDAN INDAH,Apartments,1030 sq.ft.,3,2
5937,Le Jardine Condominium For Sale,360000,PANDAN INDAH,Apartments,1020 sq.ft.,3,2
5938,"Hot Listing! Flat Pandan Indah, Kuala Lumpur untuk dijual",170000,PANDAN INDAH,Apartments,588 sq.ft.,3,1
5939,FULL RENOVATED CANTIK Flat Pandan Indah Ampang KL NEGO TERMURAH LUAS,170000,PANDAN INDAH,Apartments,580 sq.ft.,3,1
5940,Rumah Murah Dan Cantik Flat Pandan Indah Kuala Lumpur,170000,PANDAN INDAH,Apartments,588 sq.ft.,3,1
5941,Below Market Pandan Villa Pandan Ville ( Full Loan Can Arrange ),380000,PANDAN INDAH,Apartments,1258 sq.ft.,3,2
5942,Jalan kaki ke lrt cempaka pangsapuri indah cempaka pandan indah,305000,PANDAN INDAH,Apartments,675 sq.ft.,2,1
5943,"Tingkat 3 Flat Pandan Indah, Kuala Lumpur, Rumah Cantik ada Penyewa",170000,PANDAN INDAH,Apartments,588 sq.ft.,3,1
5944,"Flat Pandan Indah, Tingkat 3, Bumi lot, Kos Rendah, Pandan Indah",170000,PANDAN INDAH,Apartments,588 sq.ft.,3,1
5945,"Flat Pandan Indah, Kuala Lumpur",170000,PANDAN INDAH,Apartments,588 sq.ft.,3,1
5946,"Flat Pandan Indah, Kuala Lumpur",170000,PANDAN INDAH,Apartments,588 sq.ft.,3,1
5947,"Astaka Heights Apartment, Taman Shamelin Perkasa Pandan",390000,PANDAN INDAH,Apartments,1119 sq.ft.,3,2
5948,"Flat Pandan Indah, Kuala Lumpur",170000,PANDAN INDAH,Apartments,588 sq.ft.,3,1
5949,NEAR LRT CEMPAKA [LEVEL 1] Nuri Court Apartment Pandan Indah Ampang,310000,PANDAN INDAH,Apartments,800 sq.ft.,3,2
5950,Ampang Pandan Indah Axis Crown Near MRR2 easy accessibility spacious,450000,PANDAN INDAH,Apartments,1110 sq.ft.,3,2
5951,Axis Crown Service Condominium,478000,PANDAN INDAH,Apartments,1110 sq.ft.,3,2
5952,[ HOT LOCATION + CANTIK ] Apartment Taman Pandan Ria,200000,PANDAN INDAH,Apartments,650 sq.ft.,3,1
5953,"[Nice, Peaceful Condo] Pandan Indah, Bukit Ampang",340000,PANDAN INDAH,Apartments,870 sq.ft.,3,2
5954,Apartment Bunga Raya ( Duplex Unit )Pandan Indah,290000,PANDAN INDAH,Apartments,1049 sq.ft.,3,2
5955,Shop Apartment Pandan Indah Ampang,165000,PANDAN INDAH,Apartments,786 sq.ft.,3,1
5956,"Taman Lembah Maju Apartment, Pandan Indah, Level 5 Top Floor",110000,PANDAN INDAH,Apartments,572 sq.ft.,2,1
5957,FAWINA COURT Condo Near Ampang KLCC Shamelin Pandan Indah KL,270000,PANDAN INDAH,Apartments,919 sq.ft.,2,2
5958,"WELL-MAINTAINED🔴Sri Inai Duplex Apartment, Pandan Indah KL",280000,PANDAN INDAH,Apartments,916 sq.ft.,3,2
5959,"[MUST VIEW, NEAR LRT] Axis Residence, Pandan Indah, Ampang",340000,PANDAN INDAH,Apartments,739 sq.ft.,2,2
5960,"Low Cost Corner Unit Apartment at Pandan Cahaya, Cheras / Ampang Near",200000,PANDAN INDAH,Apartments,600 sq.ft.,3,1
5961,"[BELOW MARKET VALUE ] Grandeur Tower Apartment, Pandan Indah, Ampang",315000,PANDAN INDAH,Apartments,962 sq.ft.,3,2
5962,1226 sqft renovated condominium bukit pandan 2 pandan perdana,365000,PANDAN INDAH,Apartments,1226 sq.ft.,3,2
5963,"2 PARKING Sri Inai Apartment, Pandan Indah Kuala Lumpur",280000,PANDAN INDAH,Apartments,916 sq.ft.,3,2
5964,PALING MURAH Condo Nusa Mewah Bukit Pandan Ampang NEGOTIABLE,330000,PANDAN INDAH,Apartments,865 sq.ft.,3,2
5965,The Resident Ampang South 3Bedrooms【Below Market 19%!!!】,474300,PANDAN INDAH,Apartments,1270 sq.ft.,3,2
5966,Nuri Court Aparment Pandan Indah LRT Murah Di Jual Pandan Jaya,268000,PANDAN INDAH,Apartments,862 sq.ft.,3,2
