Title,Price,Area,Category,Size,Bedrooms,Bathrooms
"GCB Court Condo [ 1,925 Sqft - FREEHOLD!! BELOW MV!! ] Jalan Ampang",620000,AMPANG,Apartments,1925 sq.ft.,4 Bedrooms,3 Bathrooms
WTS : Partial Furnished Unit The Element Ampang,1000000,AMPANG,Apartments,1570 sq.ft.,3 Bedrooms,2 Bathrooms
WTS : SoHo Fully Furnished Unit M-City Jalan Ampang,730000,AMPANG,Apartments,910 sq.ft.,1 Bedroom,2 Bathrooms
WTS : Fully Furnished Duplex M-City Ampang Super Nice Unit !!,720000,AMPANG,Apartments,910 sq.ft.,1 Bedroom,2 Bathrooms
Permai Puteri Pangsapuri For Sale in Ampang,290000,AMPANG,Apartments,833 sq.ft.,3 Bedrooms,2 Bathrooms
[AMPANG] Putera Permai Apartment NEAR CORNER UNIT,340000,AMPANG,Apartments,1080 sq.ft.,3 Bedrooms,2 Bathrooms
[1013KPS] Apt Permai Putera Fully Furnished 10KM Ke KLCC Di Ampang Jay,340000,AMPANG,Apartments,1013 sq.ft.,3 Bedrooms,2 Bathrooms
100%LOAN+CASH BACK SemiFurnish 705sf The Elements Condo Ampang KL City,450000,AMPANG,Apartments,705 sq.ft.,1 Bedroom,1 Bathroom
Nobleton Crest Taman U-Thant Ampang Hilir Klcc Fully Furnish ID Design,3700000,AMPANG,Apartments,3800 sq.ft.,4 Bedrooms,4 Bathrooms
Nobleton Crest Jalan U-Thant Ampang Klcc Fully Furnish and ID Design,3680000,AMPANG,Apartments,3750 sq.ft.,4 Bedrooms,4 Bathrooms
Nice Unit Nobleton Crest Jalan U-Thant Ampang Klcc Fully Furnish,3650000,AMPANG,Apartments,3700 sq.ft.,4 Bedrooms,4 Bathrooms
Apartment taman cahaya ampang,250000,AMPANG,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Liberty Arc Ampang Ukay NEW CONDO！ FOR SALE NOW VERY CHEAP！！！,330000,AMPANG,Apartments,450 sq.ft.,1 Bedroom,1 Bathroom
Ampang Hilir Impiana Condo,850000,AMPANG,Apartments,1902 sq.ft.,5 Bedrooms,4 Bathrooms
Mei On The Madge (also known as Vista Permai) for Sell,550000,AMPANG,Apartments,600 sq.ft.,1 Bedroom,2 Bathrooms
Luxury Duplex Condo,2300000,AMPANG,Apartments,3680 sq.ft.,5 Bedrooms,4 Bathrooms
"RENOVATED! Sri Angsana Hilir Condo, Near Desa Pandan Ampang Hilir",298000,AMPANG,Apartments,1349 sq.ft.,3 Bedrooms,2 Bathrooms
"RENO 1349sqft!!! Angsana Hilir Condominium, Desa Pandan Ampang Hilir",298000,AMPANG,Apartments,1349 sq.ft.,3 Bedrooms,2 Bathrooms
BELOW MARKET GCB Court Fire Sale,620000,AMPANG,Apartments,1925 sq.ft.,3 Bedrooms,3 Bathrooms
[Freehold]Duplex Condominium TARA33 Ampang Hilir Near ISKL easy access,3250000,AMPANG,Apartments,4715 sq.ft.,6 Bedrooms,6 Bathrooms
D'Suria Condo Ampang,628000,AMPANG,Apartments,1060 sq.ft.,3 Bedrooms,2 Bathrooms
THE elements 3R2B nice view below market nearby arteplus ampang,780000,AMPANG,Apartments,1200 sq.ft.,3 Bedrooms,2 Bathrooms
"M CITY AMPANG, JALAN AMPANG, KUALA LUMPUR [ 1104sq.ft ]",702000,AMPANG,Apartments,1104 sq.ft.,2 Bedrooms,2 Bathrooms
"[below market 19%] The Resident Ampang South, Kuala Lumpur",475000,AMPANG,Apartments,1270 sq.ft.,3 Bedrooms,2 Bathrooms
Condo suria jelatek residence condominium,530000,AMPANG,Apartments,1089 sq.ft.,3 Bedrooms,2 Bathrooms
"[NEAR LRT+ F/F]Suria Jelatek, Ampang Hilir,Setiawangsa,KL",470000,AMPANG,Apartments,908 sq.ft.,3 Bedrooms,2 Bathrooms
FULLY FURNISHED Suria Jelatek Condominium MUST BUY!!,470000,AMPANG,Apartments,908 sq.ft.,3 Bedrooms,2 Bathrooms
Sri Ampang Hilir Condominium near to KL City,400000,AMPANG,Apartments,1042 sq.ft.,3 Bedrooms,2 Bathrooms
"Sri angsana hilir condo, desa pandan, 55100 kuala lumpul",325000,AMPANG,Apartments,1266 sq.ft.,3 Bedrooms,2 Bathrooms
Beautifully Designed Condominium in 202 Desa Cahaya For Sale,1200000,AMPANG,Apartments,1830 sq.ft.,4 Bedrooms,4 Bathrooms
Villa Duta Condo,330000,AMPANG,Apartments,1250 sq.ft.,3 Bedrooms,2 Bathrooms
Mid High floor good renovated Ampang Boulevard Near to Ampang park,405000,AMPANG,Apartments,936 sq.ft.,3 Bedrooms,2 Bathrooms
"Ampang saujaana flat, jalan mulia 2/1, tingkat 4",140000,AMPANG,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
AMPANG BOULEVARD(Freehold)Sale 355k TAMAN AMPANG UTAMA Ampang Selangor,355000,AMPANG,Apartments,936 sq.ft.,3 Bedrooms,2 Bathrooms
"Apartment Sri Merdeka 1, Taman sri merdeka ampang tingkat 5",160000,AMPANG,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"RENOVATED, 908sqft | Suria Jelatek Residence",530000,AMPANG,Apartments,908 sq.ft.,3 Bedrooms,2 Bathrooms
CANTIK | TERMURAH | BULANAN 1000 Permai Prima Apartment Ampang!!,260000,AMPANG,Apartments,758 sq.ft.,3 Bedrooms,2 Bathrooms
"Tiara Duta Condominium, Corner Unit, Duplex, Ampang Blow market price",530000,AMPANG,Apartments,1600 sq.ft.,4 Bedrooms,3 Bathrooms
Taman Cahaya Apartment Ampang | (BOOKING RM1000. DEPOSIT FLEXIBLE),250000,AMPANG,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Cheapest Suria Jelatek Residence Ampang Hilir Close to LRT Station,480000,AMPANG,Apartments,1089 sq.ft.,3 Bedrooms,2 Bathrooms
For sale: ampang boulevard 100% fully furnished & renovated,380000,AMPANG,Apartments,936 sq.ft.,3 Bedrooms,2 Bathrooms
RM8xx monthly to own a Luxury Studio in KL City Linked to LRT,230000,AMPANG,Apartments,280 sq.ft.,1 Bedroom,1 Bathroom
[FULLY FURNISHED] Suria Jelatek Residence Jalan Jelatek,430000,AMPANG,Apartments,858 sq.ft.,3 Bedrooms,2 Bathrooms
FULLY FURNISHED Suria Jelatek Condominium 908SQFT!!,465000,AMPANG,Apartments,908 sq.ft.,3 Bedrooms,2 Bathrooms
[Below Market 30%] M City Jalan Ampang 678sf Ampang Hilir,422000,AMPANG,Apartments,678 sq.ft.,1 Bedroom,1 Bathroom
Below Market 34% | Duplex M City Jalan Ampang 1018sf Ampang Hilir,594000,AMPANG,Apartments,1018 sq.ft.,2 Bedrooms,2 Bathrooms
Hon Residensi 1R1B Condo Taman Nirwana Ampang Jaya,430000,AMPANG,Apartments,700 sq.ft.,1 Bedroom,1 Bathroom
"[FULLY FURNISHED] 2 Hampshire, Hampshire Park, KLCC",2100000,AMPANG,Apartments,2356 sq.ft.,5 Bedrooms,4 Bathrooms
Ampang Soho Jelatek Kuala Lumpur,200000,AMPANG,Apartments,280 sq.ft.,1 Bedroom,1 Bathroom
Apartment sri melor ukay height ampang,245000,AMPANG,Apartments,860 sq.ft.,3 Bedrooms,2 Bathrooms
The Elements Ampang,620000,AMPANG,Apartments,705 sq.ft.,1 Bedroom,1 Bathroom
"Fully furnished m suites jalan ampang, kuala lumpur",680000,AMPANG,Apartments,820 sq.ft.,1 Bedroom,1 Bathroom
Partly furnished suria jelatek ampang hilir,530000,AMPANG,Apartments,1089 sq.ft.,3 Bedrooms,2 Bathrooms
"CORNER | SPACIOUS LIVING ROOM Penthouse Mutiara Merdeka, Ampang",1350000,AMPANG,Apartments,4550 sq.ft.,5 Bedrooms,5 Bathrooms
"(BIG SIZE!!) Sri Angsana Hilir Condominium, Desa Pandan, Ampang Hilir",310000,AMPANG,Apartments,1349 sq.ft.,3 Bedrooms,2 Bathrooms
ACTUAL PICTURE | 3676 SQFT Nobleton Crest Taman U-Thant KL,3860000,AMPANG,Apartments,3676 sq.ft.,5 Bedrooms,5 Bathrooms
Below Market 31% | Arte Plus Arte+ Jalan Ampang 902sf,450000,AMPANG,Apartments,902 sq.ft.,3 Bedrooms,2 Bathrooms
BOOKING 5k FREEHOLD Luxurious Rasidence Nobleton Crest Fully Furnished,3900000,AMPANG,Apartments,3676 sq.ft.,5 Bedrooms,5 Bathrooms
Liberty Arc Studio 310k READY TO MOVE IN NEW STOCK!,310000,AMPANG,Apartments,450 sq.ft.,1 Bedroom,1 Bathroom
Rumah Kedai Pandan Utama 2 Ampang,116640,AMPANG,Apartments,740 sq.ft.,3 Bedrooms,2 Bathrooms
Suria Jelatek Residence Blok A Jalan Jelatek Kuala Lumpur,530000,AMPANG,Apartments,1089 sq.ft.,3 Bedrooms,2 Bathrooms
2 Bedroom Apartment for sale - M City Jalan Ampang,990000,AMPANG,Apartments,997 sq.ft.,2 Bedrooms,2 Bathrooms
"Emerald Hill Bukit Indah, Ampang berbaloi beli",415000,AMPANG,Apartments,1232 sq.ft.,3 Bedrooms,2 Bathrooms
"[RUMAH PERTAMA] Pangsapuri Sri Nilam, Ampang for sale",130000,AMPANG,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"Ampang New Condo, Near to KLCC & LRT, Cheapest Price in Ampang",230000,AMPANG,Apartments,286 sq.ft.,1 Bedroom,1 Bathroom
"BERBALOI Sri Ampang Hilir Condominium, Kuala Lumpur",400000,AMPANG,Apartments,1042 sq.ft.,3 Bedrooms,2 Bathrooms
Crystal Tower Bukit Indah Ampang,380000,AMPANG,Apartments,889 sq.ft.,3 Bedrooms,2 Bathrooms
Best 4 Family Ownstay Layout 3R3B! Pure Residential Low Density only,550000,AMPANG,Apartments,1300 sq.ft.,3 Bedrooms,3 Bathrooms
4R2B Kojaya Condominium Ampang Point [10min to KLCC],370000,AMPANG,Apartments,932 sq.ft.,4 Bedrooms,3 Bathrooms
"M City, Ampang (below market 27%)",364500,AMPANG,Apartments,506 sq.ft.,1 Bedroom,1 Bathroom
NEGOTIABLE Liberty Arc Ampang Hilir Condo Ampang Ukay FULL FURNISHED,349000,AMPANG,Apartments,450 sq.ft.,1 Bedroom,1 Bathroom
"[RENOVATED, FURNISHED] Suria Jelatek Serviced Apartment",620000,AMPANG,Apartments,1421 sq.ft.,3 Bedrooms,2 Bathrooms
Arte mont kiara for sale,490000,AMPANG,Apartments,494 sq.ft.,1 Bedroom,1 Bathroom
"M Suites, Ampang Hilir",410000,AMPANG,Apartments,502 sq.ft.,1 Bedroom,1 Bathroom
[FULLY FURNISHED] THE ELEMENTS RESIDENCE JALAN AMPANG K.LUMPUR r,599000,AMPANG,Apartments,850 sq.ft.,2 Bedrooms,2 Bathrooms
Bandar tasik selatan: pangsapuri bandar tasik selatan,199000,BANDAR TASIK SELATAN,Apartments,802 sq.ft.,3 Bedrooms,2 Bathrooms
Tasik Heights Apartment Bandar Tasik Selatan near LRT with Pool,298000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
Below Market Tasik Height Apartment Bandar Tasik Selatan Cheras,270000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
Apartment Desa Tun Razak 5 minit ke LRT (FULLY FURNISHED & STRATA),195000,BANDAR TASIK SELATAN,Apartments,668 sq.ft.,2 Bedrooms,1 Bathroom
Apartment Bandar Tasik Selatan Full Loan Cash Back Below Market Price,200000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Tasik heights apartment bandar tasik selatan,290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
"Pangsapuri Kos Rendah Bandar Tasik Selatan, Kuala Lumpur",230000,BANDAR TASIK SELATAN,Apartments,657 sq.ft.,3 Bedrooms,2 Bathrooms
Apartment for Sale ( Bandar Tasik Selatan ),205000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Tasik Heights Apartment Bandar Tasik Selatan,295000,BANDAR TASIK SELATAN,Apartments,851 sq.ft.,3 Bedrooms,2 Bathrooms
[ NEGO ! ] Desa Tasik Apartment Fasa 6B Sg Besi Bandar Tasik Selatan,250000,BANDAR TASIK SELATAN,Apartments,730 sq.ft.,3 Bedrooms,1 Bathroom
"[ Negotiable, Must View ] Apartment Bandar Tasik Selatan, Kuala Lumpur",230000,BANDAR TASIK SELATAN,Apartments,657 sq.ft.,3 Bedrooms,2 Bathrooms
The Hamstead Cheras near TBS Station,428000,BANDAR TASIK SELATAN,Apartments,950 sq.ft.,3 Bedrooms,2 Bathrooms
[Leasehold] Desa Tasik Apartments Bandar Tasik Selatan,250000,BANDAR TASIK SELATAN,Apartments,730 sq.ft.,3 Bedrooms,2 Bathrooms
"Tasik Heights Apartment, Bandar Tasik Selatan for SALE",290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
FULL LOAN Apartment Desa Tasik Bandar Tasik Selatan Murah,250000,BANDAR TASIK SELATAN,Apartments,730 sq.ft.,3 Bedrooms,1 Bathroom
"[Corner Unit, Reno] Apartment Desa Tasik Fasa 1A, Bandar Tasik Selatan",275000,BANDAR TASIK SELATAN,Apartments,890 sq.ft.,3 Bedrooms,2 Bathrooms
"[BUMI LOT] Anyaman Residence, Bandar Tasik Selatan",650000,BANDAR TASIK SELATAN,Apartments,1300 sq.ft.,4 Bedrooms,2 Bathrooms
"Low Cost Flat, Bandar Tasik Selatan, 657sqft, Pangsapuri Kos Rendah",199000,BANDAR TASIK SELATAN,Apartments,657 sq.ft.,3 Bedrooms,2 Bathrooms
Tasik Heights Bandar Tasik Selatan near TBS LRT,290000,BANDAR TASIK SELATAN,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Tasik Height at Bandar Tasik Selatan near LRT TBS,348000,BANDAR TASIK SELATAN,Apartments,1044 sq.ft.,4 Bedrooms,2 Bathrooms
TERMURAH Apartment Tasik Height Bandar Tasik Selatan Sg Besi,290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
Desa Tasik Apartments,250000,BANDAR TASIK SELATAN,Apartments,730 sq.ft.,3 Bedrooms,1 Bathroom
Anyaman residence bts bandar tasik selatan sungai besi kl cheras,480000,BANDAR TASIK SELATAN,Apartments,1110 sq.ft.,3 Bedrooms,2 Bathrooms
"Pangsapuri Kos Rendah , Bdr Tasik Selatan , Full Loan , End Lot",187000,BANDAR TASIK SELATAN,Apartments,657 sq.ft.,3 Bedrooms,2 Bathrooms
"Pangsapuri Taman tasik selatan, medium cost tingkat 18",185000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
[GOOD FOR INVESTMENT][NEAR LRT]Pangsapuri Seri Mulia Bdr Tun Razak,158000,BANDAR TASIK SELATAN,Apartments,560 sq.ft.,2 Bedrooms,1 Bathroom
RENOVATED [CHERAS KL] APT Desa Tun Razak BANDAR TASIK SELATAN,195000,BANDAR TASIK SELATAN,Apartments,668 sq.ft.,2 Bedrooms,1 Bathroom
Tasik Height Apartment Bandar Tasik Selatan Near Permaisuri,290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
"Corner unit low level pangsapuri kos rendah, bandar tasik selatan near",210000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
[ LEVEL 2 + NEAR TBS ] Apartment Tasik Heights Bandar Tasik Selatan,290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
KAWASAN STRATEGIK Pangsapuri Kos Rendah Bandar Tasik Selatan KL,230000,BANDAR TASIK SELATAN,Apartments,657 sq.ft.,3 Bedrooms,2 Bathrooms
"[BELOW MARKET PRICE] The Hamstead, Desa Tun Razak",420000,BANDAR TASIK SELATAN,Apartments,947 sq.ft.,3 Bedrooms,2 Bathrooms
[NEAR TBS + PALING MURAH] Pangsapuri Sri Malaysia Bandar Tasik Selatan,170000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Very Strategic Location Apartment Seri Malaysia,180000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,2 Bedrooms,3 Bathrooms
"(level 1)tasik heights apartment, bandar tasik selatan, kl, for sale",290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
Tasik Height Apartment Tasik Selatan Cheras TBS BELOW MARKET FULL LOAN,250000,BANDAR TASIK SELATAN,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Tasik Height Apartment Bandar Tasik Selatan,350000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
"(HOT CAKE) Cengal Condo, Cheras, Permaisuri, Tasik Selatan, Midah",328000,BANDAR TASIK SELATAN,Apartments,832 sq.ft.,3 Bedrooms,2 Bathrooms
"[Unit CANTIK TERHAD] Cengal Condominium, Bandar Sri Permaisuri, Cheras",400000,BANDAR TASIK SELATAN,Apartments,832 sq.ft.,3 Bedrooms,2 Bathrooms
105% Loan ZERO D/Payment MAKE OVER UNIT Jln Mutiara nr Serdang MRT,330000,BANDAR TASIK SELATAN,Apartments,915 sq.ft.,3 Bedrooms,2 Bathrooms
Apartment Tasik Height Bandar Tasik Selatan Kuala Lumpur,300000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
"Taman tasik selatan, bandar tasik selatan tingkat 18",185000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Anyaman Residence direct owner,650000,BANDAR TASIK SELATAN,Apartments,1300 sq.ft.,4 Bedrooms,2 Bathrooms
"Desa Tun Razak Apartment Bandar Tasik Selatan, Kuala Lumpur",195000,BANDAR TASIK SELATAN,Apartments,668 sq.ft.,2 Bedrooms,1 Bathroom
Pangsapuri kos rendah bandar tasik selatan kuala lumpur,230000,BANDAR TASIK SELATAN,Apartments,667 sq.ft.,3 Bedrooms,2 Bathrooms
LOW DEPOSIT Pangsapuri Bandar Tasuk Selatan Kuala Lumpur,230000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"Pangsapuri Bandar Tasik Selatan, Kuala Lumpur || Level 12, Fully Tiles",230000,BANDAR TASIK SELATAN,Apartments,657 sq.ft.,3 Bedrooms,2 Bathrooms
"Holmes 2, Bandar Tun Razak, All New property",460000,BANDAR TASIK SELATAN,Apartments,943 sq.ft.,3 Bedrooms,2 Bathrooms
"[BEST OFFER UNIT] Cengal Condominium, Bandar Sri Permaisuri Cheras",350000,BANDAR TASIK SELATAN,Apartments,832 sq.ft.,3 Bedrooms,2 Bathrooms
"{CHEAPEST} Bandar Tasik Selatan, Tasik Heights Apartment, Non Bumi",290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
Tasik heights apartment bandar tasik selatan cheras,290000,BANDAR TASIK SELATAN,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Tasik Heights Apartment nearby MRT and MRR2,289000,BANDAR TASIK SELATAN,Apartments,940 sq.ft.,3 Bedrooms,2 Bathrooms
[TERMURAH UNIT CANTIK] Pangsapuri Seri Malaysia Bandar Tasik Selatan,198000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Full Loan | Pangsapuri Seri Malaysia | Rumah Cantik Walau Saiz Kecil,198000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Tasik Height Apartment 854sf Nice Unit Tasik Selatan 100% Full Loan KL,248000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
"Below Market Value Apartment Tasik Heights, Bandar Tasik Selatan",310000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,2 Bedrooms,2 Bathrooms
"Desa tun razak apartment , opposite tasik selatan lrt",220000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,2 Bedrooms,1 Bathroom
{Booking 3k} Pangsapuri Kos Rendah Bandar Tasik Selatan,235000,BANDAR TASIK SELATAN,Apartments,689 sq.ft.,3 Bedrooms,2 Bathrooms
Termurah Fully Furnished Unit Cantik Tasik Height Apartment,249000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
"CONDOMINIUM ANYAMAN RESIDENCE at BANDAR TASIK SELATAN, KL",650000,BANDAR TASIK SELATAN,Apartments,1300 sq.ft.,4 Bedrooms,2 Bathrooms
Tasik Height [HIGH ROI] Bandar Tasik Selatan 854sf 100% FULL LOAN KL,250000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
Cantik Level 1 apartment desa tasik bandar tasik selatan,265000,BANDAR TASIK SELATAN,Apartments,880 sq.ft.,3 Bedrooms,2 Bathrooms
BEST PRICE Desa Tun Razak Apartment,195000,BANDAR TASIK SELATAN,Apartments,668 sq.ft.,2 Bedrooms,1 Bathroom
Pangsapuri Kos Rendah Bandar Tasik Selatan !!,230000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"BELOW MARKET VALUE! Tasik Height Apartment, Bandar Tasik Selatan",270000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
RUMAH CANTIK & RENOVATE Desa Tun Razak Apartment Bdr Tasik Selatan KL,195000,BANDAR TASIK SELATAN,Apartments,668 sq.ft.,2 Bedrooms,1 Bathroom
Tasik Heights Appointment,260000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
"(Swimming Pool) Tasik Heights Apartment, Bandar Tasik Selatan",290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
[NEGO] Tasik Height Apartment,270000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
Tasik Height Apartment Bandar Tasik Selatan good investment unit,320000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
2nd FLOOR-CORNER- APARTMENT SRI PENARA BDR SRI PERMAISURI Kuala Lumpur,300000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
(NEGO)(BELOW MARKET) Tasik Heights Apartment Cheras TBS,260000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
Tasik heights apartment bandar tasik selatan kuala lumpur,290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
Tasik Height [HIGH ROI] Bandar Tasik Selatan 854sf 100% FULL LOAN KL,260000,BANDAR TASIK SELATAN,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Apartment Pangsapuri Seri Malaysia Kuala Lumpur,129600,BANDAR TASIK SELATAN,Apartments,657 sq.ft.,3 Bedrooms,2 Bathrooms
Cheapest Tasik Heights Apartment Bandar Tasik Selatan,290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
3 rooms flat Bdr Tasik Selatan TBS LRT station,215000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"Below Market Value Tasik Height Apartment, BTS",270000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
FOR SALE!! Tasik Height Apartment,350000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
[booking 4 k] 3f Pangsapuri bandar tasik selatan,210000,BANDAR TASIK SELATAN,Apartments,689 sq.ft.,3 Bedrooms,2 Bathrooms
"The Hamstead, Desa Tun Razak (Bandar Tasik Selatan)",439000,BANDAR TASIK SELATAN,Apartments,947 sq.ft.,3 Bedrooms,2 Bathrooms
"[MURAH] Tasik Height Apartment, Bandar Tasik Selatan, Cheras - fast !",270000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
TASIK HEIGHT APARTMENT TASIK SELATAN NICE UNIT 850sf 100% FULL LOAN,250000,BANDAR TASIK SELATAN,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
"BELOW MARKET VALUE! Tasik Height Apartment, Cheras",270000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
CHEAP! BELOW MV! Tasik Heights Apartment Bandar Tasik Selatan,270000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
Below Market Value Tasik Height Apartment,310000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,2 Bedrooms,2 Bathrooms
"Mulakan kehidupan dengan memiliki pangsapuri kos rendah, bts",225000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
[LEVEL 2][HOT UNIT]Tasik Heights Apartment Bandar Tasik Selatan,290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
[ LOW LEVEL 2 ] Tasik Heights Apartment Bandar Tasik Selatan BTS,290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
"FULL LOAN | BOOKING Rm1k Tasik Heights Apartment, Bandar Tasik Selatan",290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
"1st Floor, 1089 sqft, Furnish, Anyaman Residence, Bandar Tasik Selatan",650000,BANDAR TASIK SELATAN,Apartments,1089 sq.ft.,4 Bedrooms,2 Bathrooms
(TINGKAT 2) Tasik Heights Apartment Bandar Tasik Selatan KL,290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
[Well Maintained] Apartment Desa Tasik Fasa 1A Bandar Tasik Selatan,240000,BANDAR TASIK SELATAN,Apartments,861 sq.ft.,3 Bedrooms,2 Bathrooms
Pangsapuri Kos Rendah Bdr Tasik Selatan,235000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"Pangsapuri Taman tasik selatan, bandar tasik selatan",185000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"Lower Unit!!! Tasik Heights Apartment, Bandar Tasik Selatan, KL",290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
"公寓出售！Desa Tun Razak for sale, Bandar Tasik Selatan",200000,BANDAR TASIK SELATAN,Apartments,667 sq.ft.,2 Bedrooms,1 Bathroom
Pangsapuri bandar tasik selatan,210000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"BEST INVESTMENT🔥Tasik Heights Apartment, Bandar Tasik Selatan KL",290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
"Tasik Height Apartment, Bandar Tasik Selatan Near TBS Level 2 Non Bumi",290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
"[LEVEL 1]Tasik Heights Apartment, Bandar Tasik Selatan, KL",290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
[ TINGKAT 3 + CORNER ] Pangsapuri Kos Rendah Bandar Tasik Selatan,225000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
[ full loan ] tasik heights apartment,260000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
