area,building_type,building_nature,num_bath_rooms,num_bed_rooms,price,property_url,purpose,city,locality,address,id,relaxation_amenity_count,security_amenity_count,maintenance_or_cleaning_amenity_count,social_amenity_count,expendable_amenity_count,service_staff_amenity_count,unclassify_amenity_count,division,zone,price_per_sqft
1000.0,Apartment,Residential,3.0,5.0,20000.0,https://pbazaar.com//en/1000-sqft-flat-rent-from-may-2019-2,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10221,3,3,1,2,1,3,4,Dhaka,Uttara,20.0
850.0,Apartment,Residential,2.0,2.0,17000.0,https://pbazaar.com//en/apartment-for-rent-2147,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10222,1,1,1,4,1,3,4,Dhaka,Uttara,20.0
1600.0,Apartment,Residential,6.0,3.0,60000.0,https://pbazaar.com//en/flat-rent-for-foreigner,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10223,2,1,2,1,1,1,4,Dhaka,Uttara,37.5
2800.0,Apartment,Residential,4.0,4.0,35000.0,https://pbazaar.com//en/apartment-for-rent-2033,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10224,1,1,2,1,4,2,4,Dhaka,Uttara,12.5
1200.0,Apartment,Residential,2.0,2.0,19000.0,https://pbazaar.com//en/1200-sqft-flat-rent-from-april-2019-3,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10225,1,1,1,3,5,3,4,Dhaka,Uttara,15.833333333333334
1550.0,Apartment,Residential,3.0,3.0,26000.0,https://pbazaar.com//en/1550-sqft-rent-from-april-2019-2,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10226,1,1,3,1,1,3,4,Dhaka,Uttara,16.774193548387096
1450.0,Apartment,Residential,3.0,3.0,34000.0,https://pbazaar.com//en/apartment-for-rent-2035,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10227,3,2,3,1,2,3,4,Dhaka,Uttara,23.448275862068964
1905.0,Apartment,Residential,4.0,4.0,35000.0,https://pbazaar.com//en/1905-sq-ft-apartment-is-now-vacant-for-rent,Rent,Dhaka,Bashundhara RA,Bangladesh,pbazaar-10228,2,1,2,1,1,2,3,Dhaka,Bashundhara R/A,18.37270341207349
1900.0,Apartment,Residential,3.0,5.0,30000.0,https://pbazaar.com//en/1900-sqft-flat-rent-from-april-2019,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10229,1,1,2,1,4,3,2,Dhaka,Uttara,15.789473684210526
1650.0,Apartment,Residential,3.0,3.0,28000.0,https://pbazaar.com//en/1650-sq-ft-apartment-is-now-vacant-for-rent-3,Rent,Dhaka,Bashundhara RA,Bangladesh,pbazaar-10230,5,2,3,1,3,3,4,Dhaka,Bashundhara R/A,16.96969696969697
1400.0,Apartment,Residential,3.0,3.0,35000.0,https://pbazaar.com//en/apartment-for-rent-2040,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10231,1,2,2,2,3,2,1,Dhaka,Uttara,25.0
1500.0,Apartment,Residential,3.0,3.0,48000.0,https://pbazaar.com//en/1500-sqft-rent-from-may-2019,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10232,1,2,2,1,1,2,5,Dhaka,Uttara,32.0
1375.0,Apartment,Residential,3.0,3.0,25000.0,https://pbazaar.com//en/1375-sqft-flat-rent-from-april-2019,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10233,1,1,2,1,4,1,3,Dhaka,Uttara,18.181818181818183
1500.0,Apartment,Residential,3.0,3.0,23000.0,https://pbazaar.com//en/1500-sqft-flat-rent-from-april-2019-3,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10234,2,1,1,1,6,2,3,Dhaka,Uttara,15.333333333333334
1600.0,Apartment,Residential,3.0,3.0,35000.0,https://pbazaar.com//en/apartment-for-rent-2047,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10235,4,2,2,3,3,3,3,Dhaka,Uttara,21.875
1800.0,Apartment,Residential,3.0,3.0,30000.0,https://pbazaar.com//en/1800-sqft-flat-rent-from-april-2019,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10236,1,2,2,1,1,3,11,Dhaka,Uttara,16.666666666666668
1300.0,Apartment,Residential,2.0,3.0,20000.0,https://pbazaar.com//en/nice-flat-for-rent-1299,Rent,Dhaka,Mirpur,Bangladesh,pbazaar-10237,1,1,3,1,2,3,3,Dhaka,Mirpur,15.384615384615383
2400.0,Apartment,Residential,3.0,3.0,50000.0,https://pbazaar.com//en/rent-13,Rent,Dhaka,Bashundhara RA,Bangladesh,pbazaar-10238,1,1,2,1,2,3,3,Dhaka,Bashundhara R/A,20.83333333333333
2100.0,Apartment,Residential,3.0,3.0,35000.0,https://pbazaar.com//en/2100-sq-ft-flat-for-rent-in-bashundhara,Rent,Dhaka,Bashundhara RA,Bangladesh,pbazaar-10239,1,1,2,1,2,3,3,Dhaka,Bashundhara R/A,16.666666666666668
2423.0,Apartment,Residential,3.0,3.0,50000.0,https://pbazaar.com//en/2423-sq-ft-flat-for-rent,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10240,1,1,2,1,3,3,3,Dhaka,Uttara,20.635575732562938
1200.0,Apartment,Residential,3.0,3.0,15500.0,https://pbazaar.com//en/1200-sq-ft-flat-for-rent-60,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10241,1,1,2,1,3,3,4,Dhaka,Uttara,12.916666666666666
2740.0,Apartment,Residential,5.0,4.0,60000.0,https://pbazaar.com//en/2740-sft-residential-apartment-at-bashundhara-rc-4-bedroom-2,Rent,Dhaka,Bashundhara RA,Bangladesh,pbazaar-10242,1,2,1,2,4,3,12,Dhaka,Bashundhara R/A,21.8978102189781
1000.0,Apartment,Residential,3.0,3.0,17000.0,https://pbazaar.com//en/flat-for-rent-1886,Rent,Dhaka,Badda,Bangladesh,pbazaar-10243,1,2,2,1,3,3,4,Dhaka,Badda,17.0
1200.0,Apartment,Residential,2.0,3.0,24000.0,https://pbazaar.com//en/1200-sq-lat-for-rent,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10244,1,2,2,1,5,3,4,Dhaka,Uttara,20.0
1300.0,Apartment,Residential,3.0,3.0,22000.0,https://pbazaar.com//en/1300-sq-ft-flat-for-rent-25,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10245,1,2,2,2,1,3,4,Dhaka,Uttara,16.923076923076923
500.0,Apartment,Residential,1.0,1.0,8000.0,https://pbazaar.com//en/flat-for-rent-in-mirpur-6,Rent,Dhaka,Mirpur,Bangladesh,pbazaar-10246,1,1,3,2,2,3,4,Dhaka,Mirpur,16.0
900.0,Apartment,Residential,2.0,2.0,14000.0,https://pbazaar.com//en/apartment-for-small-family-39,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10247,1,2,3,1,2,3,1,Dhaka,Uttara,15.555555555555555
2000.0,Apartment,Residential,4.0,4.0,45000.0,https://pbazaar.com//en/2000-sq-ft-apartment-is-now-vacant-for-rent-10,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10248,1,2,2,1,1,3,4,Dhaka,Uttara,22.5
1500.0,Apartment,Residential,3.0,3.0,28000.0,https://pbazaar.com//en/1500-sq-ft-apartment-is-now-vacant-for-rent-14,Rent,Dhaka,Bashundhara RA,Bangladesh,pbazaar-10249,1,1,2,3,2,2,4,Dhaka,Bashundhara R/A,18.666666666666668
1520.0,Apartment,Residential,3.0,3.0,28000.0,https://pbazaar.com//en/1520-sq-ft-flat-for-rent,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10250,1,2,2,1,4,3,3,Dhaka,Uttara,18.42105263157895
1000.0,Apartment,Residential,3.0,2.0,20000.0,https://pbazaar.com//en/1000-sq-ft-flat-for-rent-45,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10251,1,2,2,1,2,3,1,Dhaka,Uttara,20.0
1200.0,Apartment,Residential,2.0,2.0,21000.0,https://pbazaar.com//en/flat-for-rent-1881,Rent,Dhaka,Badda,Bangladesh,pbazaar-10252,5,3,1,1,4,3,5,Dhaka,Badda,17.5
1100.0,Apartment,Residential,2.0,3.0,30000.0,https://pbazaar.com//en/apartment-for-rent-1025,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10253,2,1,2,1,4,2,3,Dhaka,Uttara,27.272727272727277
750.0,Apartment,Residential,2.0,2.0,14000.0,https://pbazaar.com//en/750-sft-at-badda-for-rent,Rent,Dhaka,Badda,Bangladesh,pbazaar-10254,1,2,2,1,1,3,3,Dhaka,Badda,18.666666666666668
1700.0,Apartment,Residential,3.0,3.0,40000.0,https://pbazaar.com//en/apartment-for-rent-1034,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10255,1,1,2,1,2,1,7,Dhaka,Uttara,23.529411764705884
850.0,Apartment,Residential,2.0,2.0,14000.0,https://pbazaar.com//en/flat-for-rent-1999,Rent,Dhaka,Badda,Bangladesh,pbazaar-10256,1,1,2,1,4,3,2,Dhaka,Badda,16.470588235294116
1850.0,Apartment,Residential,4.0,3.0,30000.0,https://pbazaar.com//en/1850-sqft-apartment-is-ready-for-rent-at-bashundhara-block-c,Rent,Dhaka,Bashundhara RA,Bangladesh,pbazaar-10257,1,1,2,1,3,1,4,Dhaka,Bashundhara R/A,16.216216216216218
1400.0,Apartment,Residential,3.0,3.0,20000.0,https://pbazaar.com//en/apartment-for-rent-1308,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10258,2,1,1,1,1,2,7,Dhaka,Uttara,14.285714285714286
1400.0,Apartment,Residential,2.0,3.0,30000.0,https://pbazaar.com//en/apartment-for-rent-1031,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10259,1,3,2,1,4,3,3,Dhaka,Uttara,21.428571428571427
800.0,Apartment,Residential,2.0,2.0,14000.0,https://pbazaar.com//en/flat-for-rent-1877,Rent,Dhaka,Badda,Bangladesh,pbazaar-10260,1,1,1,1,5,2,3,Dhaka,Badda,17.5
1400.0,Apartment,Residential,3.0,3.0,23000.0,https://pbazaar.com//en/1400-sq-ft-apartment-is-now-vacant-for-rent-11,Rent,Dhaka,Bashundhara RA,Bangladesh,pbazaar-10261,3,1,1,1,3,3,3,Dhaka,Bashundhara R/A,16.428571428571427
1160.0,Apartment,Residential,2.0,3.0,19500.0,https://pbazaar.com//en/1160-sq-ft-apartment-is-now-vacant-for-rent,Rent,Dhaka,Bashundhara RA,Bangladesh,pbazaar-10262,1,1,2,2,2,1,3,Dhaka,Bashundhara R/A,16.810344827586206
2200.0,Apartment,Residential,3.0,3.0,70000.0,https://pbazaar.com//en/apartment-for-rent-2306,Rent,Dhaka,Gulshan 2,Bangladesh,pbazaar-10263,1,2,2,1,4,3,4,Dhaka,Gulshan,31.818181818181817
1448.0,Apartment,Residential,3.0,3.0,28000.0,https://pbazaar.com//en/1448-sq-ft-flat-for-rent,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10264,1,1,2,1,1,2,3,Dhaka,Uttara,19.33701657458564
1800.0,Apartment,Residential,3.0,3.0,35000.0,https://pbazaar.com//en/1800-sq-ft-apartment-is-now-vacant-for-rent-8,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10265,4,2,2,1,3,1,2,Dhaka,Uttara,19.444444444444443
1100.0,Apartment,Residential,2.0,3.0,15500.0,https://pbazaar.com//en/1100-sq-ft-apartment-is-now-vacant-for-rent-12,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10266,4,1,2,1,2,3,3,Dhaka,Uttara,14.090909090909092
1800.0,Apartment,Residential,4.0,3.0,35000.0,https://pbazaar.com//en/1800-sq-ft-apartment-is-now-vacant-for-rent-12,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10267,1,2,3,1,2,2,4,Dhaka,Uttara,19.444444444444443
850.0,Apartment,Residential,2.0,2.0,16000.0,https://pbazaar.com//en/850-sq-ft-apartment-is-now-vacant-for-rent-6,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10268,1,1,2,2,1,2,3,Dhaka,Uttara,18.823529411764707
1600.0,Apartment,Residential,3.0,3.0,24000.0,https://pbazaar.com//en/1600-sq-ft-flat-for-rent-14,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10269,1,1,3,1,3,1,4,Dhaka,Uttara,15.0
1910.0,Apartment,Residential,3.0,3.0,26000.0,https://pbazaar.com//en/1910-sq-ft-apartment-is-now-vacant-for-rent,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10270,1,2,3,1,3,2,3,Dhaka,Uttara,13.612565445026178
1500.0,Apartment,Residential,3.0,3.0,25000.0,https://pbazaar.com//en/apartment-for-rent-2211,Rent,Dhaka,Badda,Bangladesh,pbazaar-10271,1,1,1,1,4,2,3,Dhaka,Badda,16.666666666666668
2000.0,Apartment,Residential,4.0,3.0,30000.0,https://pbazaar.com//en/2000-sq-ft-apartment-is-now-vacant-for-rent-3,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10272,1,3,2,1,4,2,3,Dhaka,Uttara,15.0
700.0,Apartment,Residential,2.0,2.0,20000.0,https://pbazaar.com//en/apartment-for-rent-2205,Rent,Dhaka,Badda,Bangladesh,pbazaar-10273,1,2,2,2,2,3,3,Dhaka,Badda,28.571428571428573
950.0,Apartment,Residential,2.0,2.0,18000.0,https://pbazaar.com//en/950-sq-ft-apartment-is-now-vacant-for-rent-7,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10274,1,1,3,1,1,2,3,Dhaka,Uttara,18.94736842105263
850.0,Apartment,Residential,3.0,3.0,14000.0,https://pbazaar.com//en/rent-residential-apartment-at-badda,Rent,Dhaka,Badda,Bangladesh,pbazaar-10275,1,1,3,1,3,2,4,Dhaka,Badda,16.470588235294116
1700.0,Apartment,Residential,3.0,3.0,22000.0,https://pbazaar.com//en/1700-sft-apartment-for-rent-at-adabor-3,Rent,Dhaka,Adabor,Bangladesh,pbazaar-10276,1,1,1,1,3,2,3,Dhaka,Mohammadpur,12.941176470588236
1100.0,Apartment,Residential,2.0,3.0,18000.0,https://pbazaar.com//en/apartment-for-rent-496,Rent,Dhaka,Mirpur,Bangladesh,pbazaar-10277,3,1,3,3,3,3,3,Dhaka,Mirpur,16.363636363636363
850.0,Apartment,Residential,2.0,2.0,10000.0,https://pbazaar.com//en/apartment-for-rent-503,Rent,Dhaka,Mirpur,Bangladesh,pbazaar-10278,1,2,1,1,3,2,2,Dhaka,Mirpur,11.764705882352942
1700.0,Apartment,Residential,4.0,3.0,45000.0,https://pbazaar.com//en/brand-new-apartment-119,Rent,Dhaka,Rampura,Bangladesh,pbazaar-10279,1,1,2,2,4,2,3,Dhaka,Khilgaon,26.47058823529412
1650.0,Apartment,Residential,3.0,3.0,45000.0,https://pbazaar.com//en/brand-new-apartment-2-2,Rent,Dhaka,Rampura,Bangladesh,pbazaar-10280,1,1,2,2,3,3,2,Dhaka,Khilgaon,27.272727272727277
500.0,Apartment,Residential,1.0,1.0,12000.0,https://pbazaar.com//en/750-sft-at-badda,Rent,Dhaka,Badda,Bangladesh,pbazaar-10281,1,1,2,1,3,3,4,Dhaka,Badda,24.0
850.0,Apartment,Residential,2.0,2.0,15000.0,https://pbazaar.com//en/750-sft-at-badda-for-rent-2,Rent,Dhaka,Badda,Bangladesh,pbazaar-10282,2,3,3,3,2,3,3,Dhaka,Badda,17.647058823529413
1750.0,Apartment,Residential,3.0,3.0,30000.0,https://pbazaar.com//en/1750-sq-ft-apartment-is-now-vacant-for-rent-2,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10283,1,2,2,1,1,3,4,Dhaka,Uttara,17.142857142857142
1700.0,Apartment,Residential,4.0,3.0,30000.0,https://pbazaar.com//en/1700-sq-ft-apartment-is-now-vacant-for-rent-3,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10284,1,1,1,1,3,3,5,Dhaka,Uttara,17.647058823529413
900.0,Apartment,Residential,3.0,2.0,25000.0,https://pbazaar.com//en/900-sq-ft-flat-for-rent-in-uttara,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10285,1,2,2,1,5,3,4,Dhaka,Uttara,27.77777777777778
2400.0,Apartment,Residential,4.0,3.0,55000.0,https://pbazaar.com//en/2400-sqft-apartment-is-ready-for-rent,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10286,1,1,2,2,2,3,3,Dhaka,Uttara,22.916666666666668
1400.0,Apartment,Residential,4.0,3.0,27000.0,https://pbazaar.com//en/1400-sq-ft-flat-for-rent-in-uttara,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10287,1,1,2,1,4,3,3,Dhaka,Uttara,19.285714285714285
1500.0,Apartment,Residential,4.0,3.0,35000.0,https://pbazaar.com//en/1500-sq-ft-apartment-is-now-vacant-for-rent-6,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10288,1,1,2,1,3,2,13,Dhaka,Uttara,23.33333333333333
1700.0,Apartment,Residential,3.0,3.0,25000.0,https://pbazaar.com//en/1700-sq-ft-apartment-for-rent-2,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10289,1,1,1,2,1,2,3,Dhaka,Uttara,14.705882352941176
650.0,Apartment,Residential,2.0,2.0,11000.0,https://pbazaar.com//en/2-bed-room-flat-for-rent-71,Rent,Dhaka,Mirpur,Bangladesh,pbazaar-10290,1,1,2,3,2,2,4,Dhaka,Mirpur,16.923076923076923
1300.0,Apartment,Residential,3.0,3.0,21000.0,https://pbazaar.com//en/1300-sq-ft-flat-for-rent-13,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10291,1,2,2,2,4,1,3,Dhaka,Uttara,16.153846153846153
800.0,Apartment,Residential,3.0,3.0,14500.0,https://pbazaar.com//en/2-bed-room-flat-for-rent-69,Rent,Dhaka,Mirpur,Bangladesh,pbazaar-10292,1,1,2,1,3,3,3,Dhaka,Mirpur,18.125
1620.0,Apartment,Residential,4.0,3.0,45000.0,https://pbazaar.com//en/1620-sft-apartment-at-mohanogor-project-rampura,Rent,Dhaka,Rampura,Bangladesh,pbazaar-10293,1,1,2,1,2,3,4,Dhaka,Khilgaon,27.77777777777778
1850.0,Apartment,Residential,3.0,3.0,40000.0,https://pbazaar.com//en/1850-sq-ft-commercial-space-for-sale,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10294,1,1,2,1,4,1,12,Dhaka,Uttara,21.62162162162162
1100.0,Apartment,Residential,2.0,2.0,20000.0,https://pbazaar.com//en/1100-sq-ft-flat-for-rent-15,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10295,1,1,2,1,3,3,3,Dhaka,Uttara,18.181818181818183
1800.0,Apartment,Residential,3.0,3.0,30000.0,https://pbazaar.com//en/1800-sq-ft-flat-for-rent-10,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10296,1,1,2,3,4,3,3,Dhaka,Uttara,16.666666666666668
1800.0,Apartment,Residential,3.0,3.0,25000.0,https://pbazaar.com//en/1800-sq-ft-flat-for-rent-9,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10297,1,4,2,1,1,1,3,Dhaka,Uttara,13.88888888888889
500.0,Apartment,Residential,1.0,2.0,11500.0,https://pbazaar.com//en/2-bedroom-apartment-2,Rent,Dhaka,Mirpur,Bangladesh,pbazaar-10298,1,1,1,1,2,1,13,Dhaka,Mirpur,23.0
1350.0,Apartment,Residential,3.0,3.0,25000.0,https://pbazaar.com//en/family-flat-to-let-in-uttara-11-close-to-amenities-2,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10299,1,1,1,1,4,3,3,Dhaka,Uttara,18.51851851851852
1460.0,Apartment,Residential,4.0,3.0,20000.0,https://pbazaar.com//en/flat-for-rent-at-adabor-7,Rent,Dhaka,Adabor,Bangladesh,pbazaar-10300,1,1,3,1,1,2,4,Dhaka,Mohammadpur,13.6986301369863
1150.0,Apartment,Residential,3.0,3.0,20000.0,https://pbazaar.com//en/3-bed-room-flat-for-rent-36,Rent,Dhaka,Mirpur,Bangladesh,pbazaar-10301,4,1,3,1,3,3,3,Dhaka,Mirpur,17.391304347826086
400.0,Apartment,Residential,1.0,2.0,8000.0,https://pbazaar.com//en/1000-sq-ft-flat-for-rent-19,Rent,Dhaka,Adabor,Bangladesh,pbazaar-10302,1,1,1,1,2,3,4,Dhaka,Mohammadpur,20.0
1250.0,Apartment,Residential,3.0,3.0,28000.0,https://pbazaar.com//en/3-bed-room-apartment-uttara-3,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10303,1,1,2,1,3,3,12,Dhaka,Uttara,22.4
1400.0,Apartment,Residential,3.0,3.0,30000.0,https://pbazaar.com//en/1400-sq-ft-flat-for-rent-8,Rent,Dhaka,Bashundhara RA,Bangladesh,pbazaar-10304,1,2,1,1,5,3,3,Dhaka,Bashundhara R/A,21.428571428571427
1450.0,Apartment,Residential,3.0,3.0,24000.0,https://pbazaar.com//en/1450-sq-ft-apartment-is-now-vacant-for-rent-6,Rent,Dhaka,Bashundhara RA,Bangladesh,pbazaar-10305,1,1,1,1,4,3,3,Dhaka,Bashundhara R/A,16.551724137931036
1500.0,Apartment,Residential,2.0,2.0,15000.0,https://pbazaar.com//en/2-bed-2-bath-2-varanda-17,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10307,1,2,1,1,3,1,14,Dhaka,Uttara,10.0
1500.0,Apartment,Residential,4.0,4.0,25000.0,https://pbazaar.com//en/1500-sqft-apartment-ready-for-rent-at-east-uttara,Rent,Dhaka,Uttara East,Bangladesh,pbazaar-10308,1,3,1,1,2,3,17,Dhaka,Uttara,16.666666666666668
1632.0,Apartment,Residential,3.0,3.0,32000.0,https://pbazaar.com//en/3-bed-room-flat-uttara-2,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10309,1,3,2,1,3,4,3,Dhaka,Uttara,19.607843137254903
900.0,Apartment,Residential,2.0,2.0,17000.0,https://pbazaar.com//en/900-sq-ft-flat-for-rent-17,Rent,Dhaka,Adabor,Bangladesh,pbazaar-10310,1,1,3,1,4,3,3,Dhaka,Mohammadpur,18.88888888888889
1500.0,Apartment,Residential,3.0,3.0,24000.0,https://pbazaar.com//en/1500-sq-ft-flat-for-rent-19,Rent,Dhaka,Bashundhara RA,Bangladesh,pbazaar-10311,1,1,3,1,2,1,3,Dhaka,Bashundhara R/A,16.0
1550.0,Apartment,Residential,4.0,3.0,35000.0,https://pbazaar.com//en/basundhara-gblock-a-haf-farnist-basa-bhara-hobe,Rent,Dhaka,Bashundhara RA,Bangladesh,pbazaar-10312,1,1,3,2,4,3,3,Dhaka,Bashundhara R/A,22.580645161290324
2600.0,Apartment,Residential,3.0,3.0,45000.0,https://pbazaar.com//en/3-bed-room-apartment-uttara-12,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10313,1,1,1,3,1,2,3,Dhaka,Uttara,17.307692307692307
750.0,Apartment,Residential,2.0,2.0,15500.0,https://pbazaar.com//en/flat-for-rent-adabor,Rent,Dhaka,Adabor,Bangladesh,pbazaar-10314,1,3,3,1,4,2,3,Dhaka,Mohammadpur,20.666666666666668
700.0,Apartment,Residential,2.0,2.0,18000.0,https://pbazaar.com//en/to-let-63,Rent,Dhaka,Moghbazar,Bangladesh,pbazaar-10315,1,1,2,1,2,3,4,Dhaka,Ramna,25.714285714285715
1490.0,Apartment,Residential,3.0,3.0,20000.0,https://pbazaar.com//en/1490-sq-ft-apartment-is-now-vacant-for-rent,Rent,Dhaka,Adabor,Bangladesh,pbazaar-10316,1,1,2,1,4,2,4,Dhaka,Mohammadpur,13.422818791946307
950.0,Apartment,Residential,2.0,2.0,17000.0,https://pbazaar.com//en/flat-for-rent-at-mohammadpur-150,Rent,Dhaka,Adabor,Bangladesh,pbazaar-10317,2,2,1,1,1,1,5,Dhaka,Mohammadpur,17.894736842105264
1600.0,Apartment,Residential,3.0,3.0,35000.0,https://pbazaar.com//en/semi-furnished-1600sft-apartment-at-west-rajabazar,Rent,Dhaka,Sher E Bangla Nagar ,Bangladesh,pbazaar-10319,1,2,2,1,1,3,3,Dhaka,Unknown,21.875
700.0,Apartment,Residential,2.0,2.0,18000.0,https://pbazaar.com//en/to-let-62,Rent,Dhaka,Moghbazar,Bangladesh,pbazaar-10320,1,1,3,1,2,2,4,Dhaka,Ramna,25.714285714285715
1250.0,Apartment,Residential,3.0,3.0,21000.0,https://pbazaar.com//en/1250-sq-ft-apartment-is-now-vacant-for-rent-11,Rent,Dhaka,Adabor,Bangladesh,pbazaar-10321,5,1,2,2,1,3,4,Dhaka,Mohammadpur,16.8
1400.0,Apartment,Residential,3.0,3.0,23000.0,https://pbazaar.com//en/1400-sqft-apartment-ready-for-rent-at-adabor,Rent,Dhaka,Adabor,Bangladesh,pbazaar-10322,1,2,1,1,4,3,4,Dhaka,Mohammadpur,16.428571428571427
800.0,Apartment,Residential,2.0,2.0,14000.0,https://pbazaar.com//en/flat-for-rent-853,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10323,1,2,2,1,3,3,3,Dhaka,Uttara,17.5
1050.0,Apartment,Residential,3.0,3.0,20000.0,https://pbazaar.com//en/1050-sft-apartment-for-rent-kalabagan,Rent,Dhaka,Kalabagan,Bangladesh,pbazaar-10324,1,1,2,1,3,3,2,Dhaka,Hatirpool,19.047619047619047
3.0,Apartment,Residential,1.0,2.0,10000.0,https://pbazaar.com//en/rent-for-bachelors-or-family,Rent,Dhaka,Mohammadpur ,Bangladesh,pbazaar-10325,1,1,2,1,3,4,4,Dhaka,Mohammadpur,3333.333333333333
900.0,Apartment,Residential,2.0,2.0,15000.0,https://pbazaar.com//en/small-600-sft-flat-for-small-family,Rent,Dhaka,Mirpur,Bangladesh,pbazaar-10326,1,1,2,1,1,3,1,Dhaka,Mirpur,16.666666666666668
1070.0,Apartment,Residential,2.0,3.0,20000.0,https://pbazaar.com//en/flat-to-letuttara-2,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10327,1,2,2,2,1,3,3,Dhaka,Uttara,18.69158878504673
2800.0,Apartment,Residential,6.0,4.0,60000.0,https://pbazaar.com//en/2800-sqft-apartment-is-ready-for-sale-at-bashundhara,Rent,Dhaka,Bashundhara RA,Bangladesh,pbazaar-10328,4,1,1,1,1,1,4,Dhaka,Bashundhara R/A,21.428571428571427
2750.0,Apartment,Residential,3.0,3.0,60000.0,https://pbazaar.com//en/1860-sqft-apartment-is-ready-for-sale-at-bashundhara,Rent,Dhaka,Bashundhara RA,Bangladesh,pbazaar-10329,1,1,1,1,1,3,3,Dhaka,Bashundhara R/A,21.818181818181817
1600.0,Apartment,Residential,3.0,3.0,30000.0,https://pbazaar.com//en/1600-sq-ft-flat-for-rent-3,Rent,Dhaka,Bashundhara RA,Bangladesh,pbazaar-10330,1,1,3,1,4,1,4,Dhaka,Bashundhara R/A,18.75
1950.0,Apartment,Residential,3.0,3.0,30000.0,https://pbazaar.com//en/1950-sq-ft-flat-for-rent,Rent,Dhaka,Bashundhara RA,Bangladesh,pbazaar-10331,1,2,2,2,1,1,5,Dhaka,Bashundhara R/A,15.384615384615383
1400.0,Apartment,Residential,3.0,3.0,24000.0,https://pbazaar.com//en/flat-for-rent-680,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10332,1,1,1,1,3,1,3,Dhaka,Uttara,17.142857142857142
1630.0,Apartment,Residential,3.0,3.0,45000.0,https://pbazaar.com//en/nice-flat-for-rent-975,Rent,Dhaka,Uttara West,Bangladesh,pbazaar-10333,1,1,2,2,4,2,4,Dhaka,Uttara,27.607361963190183
2500.0,Apartment,Residential,4.0,4.0,55000.0,https://pbazaar.com//en/2500-sq-ft-flat-for-rent-5,Rent,Dhaka,Bashundhara RA,Bangladesh,pbazaar-10334,1,1,2,1,2,3,14,Dhaka,Bashundhara R/A,22.0
