area,building_type,building_nature,num_bath_rooms,num_bed_rooms,price,property_url,purpose,city,locality,address,id,relaxation_amenity_count,security_amenity_count,maintenance_or_cleaning_amenity_count,social_amenity_count,expendable_amenity_count,service_staff_amenity_count,unclassify_amenity_count,division,zone,price_per_sqft
2464.0,Apartment,Residential,4.0,3.0,28900000.0,https://www.bproperty.com/en/property/details-1915536.html,Sale,Dhaka,Dhanmondi,Unknown,bproperty-1,1,2,1,1,3,3,4,Dhaka,Dhanmondi,11728.896103896104
1920.0,Apartment,Residential,3.0,3.0,20000000.0,https://www.bproperty.com/en/property/details-4898362.html,Sale,Dhaka,Bashundhara R-A,Block J,bproperty-3,1,1,2,1,3,2,3,Dhaka,Bashundhara R/A,10416.666666666666
1445.0,Apartment,Residential,3.0,3.0,10800000.0,https://www.bproperty.com/en/property/details-5379933.html,Sale,Dhaka,Banasree,"Block M, South Banasree Project",bproperty-4,1,2,2,1,1,3,4,Dhaka,Khilgaon,7474.048442906575
1475.0,Apartment,Residential,3.0,3.0,10500000.0,https://www.bproperty.com/en/property/details-2050773.html,Sale,Dhaka,Uttara,Sector 10,bproperty-7,1,2,3,1,3,3,4,Dhaka,Uttara,7118.64406779661
1066.0,Apartment,Residential,2.0,3.0,8000000.0,https://www.bproperty.com/en/property/details-4565474.html,Sale,Dhaka,Sutrapur,Narinda,bproperty-8,1,1,2,1,4,3,4,Dhaka,Sutrapur,7504.6904315197
950.0,Apartment,Residential,2.0,2.0,5000000.0,https://www.bproperty.com/en/property/details-3359666.html,Sale,Dhaka,Mirpur,Unknown,bproperty-9,1,1,2,1,5,2,3,Dhaka,Mirpur,5263.1578947368425
1075.0,Apartment,Residential,3.0,3.0,5700000.0,https://www.bproperty.com/en/property/details-5565705.html,Sale,Dhaka,Badda,Uttar Badda,bproperty-11,1,1,2,1,1,3,3,Dhaka,Badda,5302.325581395349
1600.0,Apartment,Residential,3.0,3.0,13100000.0,https://www.bproperty.com/en/property/details-5565615.html,Sale,Dhaka,Rampura,East Rampura,bproperty-12,1,2,2,1,2,3,3,Dhaka,Khilgaon,8187.5
750.0,Apartment,Residential,2.0,3.0,4900000.0,https://www.bproperty.com/en/property/details-4501697.html,Sale,Dhaka,Mirpur,"Paikpara, Ahmed Nagar",bproperty-14,4,2,2,1,4,2,4,Dhaka,Mirpur,6533.333333333333
1522.0,Apartment,Residential,3.0,3.0,11000000.0,https://www.bproperty.com/en/property/details-3489455.html,Sale,Dhaka,Mirpur,Pallabi,bproperty-15,1,2,2,1,2,1,4,Dhaka,Mirpur,7227.332457293035
1150.0,Apartment,Residential,3.0,3.0,8600000.0,https://www.bproperty.com/en/property/details-1882956.html,Sale,Dhaka,Rampura,East Rampura,bproperty-16,1,1,1,1,3,3,4,Dhaka,Khilgaon,7478.260869565217
1735.0,Apartment,Residential,3.0,3.0,12500000.0,https://www.bproperty.com/en/property/details-3012732.html,Sale,Dhaka,Mohammadpur,Pc Culture Housing,bproperty-17,1,1,1,1,3,1,4,Dhaka,Mohammadpur,7204.610951008645
1002.0,Apartment,Residential,2.0,2.0,6800000.0,https://www.bproperty.com/en/property/details-5556560.html,Sale,Dhaka,Rampura,"East Hazipara, East Rampura",bproperty-19,1,2,2,1,2,1,3,Dhaka,Khilgaon,6786.427145708582
1700.0,Apartment,Residential,4.0,4.0,10000000.0,https://www.bproperty.com/en/property/details-5536277.html,Sale,Dhaka,Mirpur,Rupnagar R/A,bproperty-23,1,2,2,1,2,1,4,Dhaka,Mirpur,5882.35294117647
2000.0,Apartment,Residential,3.0,3.0,22500000.0,https://www.bproperty.com/en/property/details-3640387.html,Sale,Dhaka,Bashundhara R-A,Block D,bproperty-24,2,2,2,1,4,3,4,Dhaka,Bashundhara R/A,11250.0
1368.0,Apartment,Residential,3.0,3.0,12000000.0,https://www.bproperty.com/en/property/details-3727428.html,Sale,Dhaka,Shyamoli,Unknown,bproperty-25,5,1,2,1,5,3,3,Dhaka,Shyamoli,8771.929824561403
2318.0,Apartment,Residential,4.0,4.0,21000000.0,https://www.bproperty.com/en/property/details-3091658.html,Sale,Dhaka,Bashundhara R-A,Block D,bproperty-26,1,1,2,1,3,3,3,Dhaka,Bashundhara R/A,9059.5340811044
1735.0,Apartment,Residential,3.0,4.0,13799999.999999998,https://www.bproperty.com/en/property/details-1873784.html,Sale,Dhaka,Banasree,Block M,bproperty-35,4,2,3,2,5,3,3,Dhaka,Khilgaon,7953.890489913543
11500.0,Building,Residential,10.0,21.0,81000000.0,https://www.bproperty.com/en/property/details-4633180.html,Sale,Dhaka,Banasree,Block D Extension,bproperty-36,1,2,1,1,1,3,3,Dhaka,Khilgaon,7043.478260869565
1550.0,Apartment,Residential,3.0,3.0,12200000.0,https://www.bproperty.com/en/property/details-5554702.html,Sale,Dhaka,Aftab Nagar,"Sector 1, Block F",bproperty-39,3,1,1,1,3,3,3,Dhaka,Khilgaon,7870.967741935484
1550.0,Apartment,Residential,3.0,3.0,12200000.0,https://www.bproperty.com/en/property/details-5554698.html,Sale,Dhaka,Aftab Nagar,"Sector 1, Block F",bproperty-42,1,1,1,1,3,3,3,Dhaka,Khilgaon,7870.967741935484
1627.0,Apartment,Residential,3.0,3.0,17400000.0,https://www.bproperty.com/en/property/details-5553257.html,Sale,Dhaka,Uttara,Sector 11,bproperty-43,1,1,1,1,1,2,3,Dhaka,Uttara,10694.529809465274
1150.0,Apartment,Residential,3.0,3.0,8900000.0,https://www.bproperty.com/en/property/details-5554961.html,Sale,Dhaka,Rampura,East Rampura,bproperty-44,1,2,2,1,4,3,3,Dhaka,Khilgaon,7739.130434782609
1522.0,Apartment,Residential,3.0,3.0,11000000.0,https://www.bproperty.com/en/property/details-3489457.html,Sale,Dhaka,Mirpur,Pallabi,bproperty-45,1,2,2,1,2,3,4,Dhaka,Mirpur,7227.332457293035
1120.0,Apartment,Residential,3.0,3.0,6200000.0,https://www.bproperty.com/en/property/details-3693719.html,Sale,Dhaka,Mohammadpur,"Block B, Nobodoy Housing Society",bproperty-46,1,2,1,2,3,2,3,Dhaka,Mohammadpur,5535.714285714285
2215.0,Apartment,Residential,4.0,3.0,22000000.0,https://www.bproperty.com/en/property/details-3839086.html,Sale,Dhaka,Bashundhara R-A,Block J,bproperty-47,1,2,2,1,3,2,4,Dhaka,Bashundhara R/A,9932.279909706544
1400.0,Apartment,Residential,3.0,3.0,12000000.0,https://www.bproperty.com/en/property/details-3652783.html,Sale,Dhaka,Bashundhara R-A,Block G,bproperty-48,1,1,2,1,3,2,3,Dhaka,Bashundhara R/A,8571.42857142857
1170.0,Apartment,Residential,3.0,3.0,8900000.0,https://www.bproperty.com/en/property/details-5554962.html,Sale,Dhaka,Rampura,East Rampura,bproperty-49,1,2,2,1,4,3,3,Dhaka,Khilgaon,7606.8376068376065
800.0,Apartment,Residential,2.0,2.0,4250000.0,https://www.bproperty.com/en/property/details-5170886.html,Sale,Dhaka,Mohammadpur,"Block B, Bochila West Dhanmondi R/A, Bochila",bproperty-52,1,1,1,1,2,2,3,Dhaka,Mohammadpur,5312.5
1650.0,Apartment,Residential,3.0,3.0,11700000.0,https://www.bproperty.com/en/property/details-5554651.html,Sale,Dhaka,Rampura,"Jamtola, East Rampura",bproperty-53,1,2,2,1,2,2,3,Dhaka,Khilgaon,7090.909090909091
1550.0,Apartment,Residential,3.0,3.0,11200000.000000002,https://www.bproperty.com/en/property/details-5554660.html,Sale,Dhaka,Rampura,"Jamtola, East Rampura",bproperty-56,1,2,2,1,2,3,3,Dhaka,Khilgaon,7225.806451612904
1009.0,Apartment,Residential,3.0,3.0,6500000.0,https://www.bproperty.com/en/property/details-3781622.html,Sale,Dhaka,Mirpur,South Monipur,bproperty-58,1,1,2,1,3,3,4,Dhaka,Mirpur,6442.021803766105
1499.0,Apartment,Residential,3.0,3.0,11299999.999999998,https://www.bproperty.com/en/property/details-1934239.html,Sale,Dhaka,Bashabo,North Bashabo,bproperty-60,5,2,2,1,4,3,4,Dhaka,Khilgaon,7538.358905937291
850.0,Apartment,Residential,2.0,2.0,5200000.0,https://www.bproperty.com/en/property/details-5536275.html,Sale,Dhaka,Mirpur,Rupnagar R/A,bproperty-63,1,2,2,3,2,1,4,Dhaka,Mirpur,6117.64705882353
1650.0,Apartment,Residential,3.0,3.0,18500000.0,https://www.bproperty.com/en/property/details-5343854.html,Sale,Dhaka,Uttara,Sector 11,bproperty-65,1,1,1,1,1,3,3,Dhaka,Uttara,11212.121212121212
1164.0,Apartment,Residential,3.0,3.0,9600000.0,https://www.bproperty.com/en/property/details-2082139.html,Sale,Dhaka,Mirpur,Kallyanpur,bproperty-67,1,2,1,1,2,3,4,Dhaka,Mirpur,8247.422680412372
1517.0,Apartment,Residential,4.0,3.0,11500000.0,https://www.bproperty.com/en/property/details-3353963.html,Sale,Dhaka,Uttara,Sector 10,bproperty-70,1,2,3,1,3,3,4,Dhaka,Uttara,7580.751483190507
1700.0,Apartment,Residential,4.0,4.0,13200000.0,https://www.bproperty.com/en/property/details-5554969.html,Sale,Dhaka,Mohammadpur,"Block A, Nobodoy Housing Society",bproperty-71,1,1,2,1,5,2,3,Dhaka,Mohammadpur,7764.705882352941
2185.0,Apartment,Residential,3.0,4.0,20000000.0,https://www.bproperty.com/en/property/details-3875722.html,Sale,Dhaka,Aftab Nagar,"Sector 1, Block F",bproperty-72,1,1,1,2,3,3,4,Dhaka,Khilgaon,9153.318077803204
1055.0,Apartment,Residential,3.0,3.0,7000000.0,https://www.bproperty.com/en/property/details-1748931.html,Sale,Dhaka,Rampura,East Rampura,bproperty-73,4,1,2,1,4,1,2,Dhaka,Khilgaon,6635.071090047393
850.0,Apartment,Residential,2.0,2.0,4500000.0,https://www.bproperty.com/en/property/details-4931773.html,Sale,Dhaka,Mohammadpur,"Block F, Dhaka Uddan",bproperty-74,1,1,2,1,4,3,4,Dhaka,Mohammadpur,5294.117647058823
1499.0,Apartment,Residential,3.0,3.0,11299999.999999998,https://www.bproperty.com/en/property/details-1934242.html,Sale,Dhaka,Bashabo,North Bashabo,bproperty-76,1,2,2,1,3,2,4,Dhaka,Khilgaon,7538.358905937291
750.0,Apartment,Residential,2.0,2.0,3200000.0,https://www.bproperty.com/en/property/details-2005383.html,Sale,Dhaka,Mirpur,West Shewrapara,bproperty-77,3,1,2,1,2,3,3,Dhaka,Mirpur,4266.666666666667
1400.0,Apartment,Residential,3.0,3.0,8200000.0,https://www.bproperty.com/en/property/details-5550716.html,Sale,Dhaka,Mohammadpur,"Shyamoli Housing, Shekhertek",bproperty-80,1,1,2,1,2,3,3,Dhaka,Mohammadpur,5857.142857142857
2000.0,Apartment,Residential,4.0,4.0,15500000.0,https://www.bproperty.com/en/property/details-5551172.html,Sale,Dhaka,Aftab Nagar,"Sector 2, Block H",bproperty-81,1,1,2,1,2,2,3,Dhaka,Khilgaon,7750.0
1543.0,Apartment,Residential,4.0,3.0,11600000.0,https://www.bproperty.com/en/property/details-1934224.html,Sale,Dhaka,Bashabo,North Bashabo,bproperty-83,1,2,2,1,4,3,4,Dhaka,Khilgaon,7517.822423849643
1499.0,Apartment,Residential,3.0,3.0,11299999.999999998,https://www.bproperty.com/en/property/details-1934234.html,Sale,Dhaka,Bashabo,North Bashabo,bproperty-86,1,2,2,3,4,3,4,Dhaka,Khilgaon,7538.358905937291
1496.0,Apartment,Residential,3.0,3.0,11299999.999999998,https://www.bproperty.com/en/property/details-1934249.html,Sale,Dhaka,Bashabo,North Bashabo,bproperty-90,5,2,2,2,4,3,4,Dhaka,Khilgaon,7553.475935828876
1430.0,Apartment,Residential,3.0,3.0,11500000.0,https://www.bproperty.com/en/property/details-5547439.html,Sale,Dhaka,Mirpur,Section 7,bproperty-92,4,2,2,1,2,1,4,Dhaka,Mirpur,8041.958041958042
800.0,Apartment,Residential,2.0,2.0,3800000.0,https://www.bproperty.com/en/property/details-4372957.html,Sale,Dhaka,Mohammadpur,"Block A, Bochila City Developers Ltd, Bochila",bproperty-93,1,1,2,1,3,1,3,Dhaka,Mohammadpur,4750.0
1720.0,Apartment,Residential,3.0,3.0,13700000.000000002,https://www.bproperty.com/en/property/details-5547438.html,Sale,Dhaka,Mirpur,Section 7,bproperty-94,1,2,2,1,2,2,4,Dhaka,Mirpur,7965.116279069768
1630.0,Apartment,Residential,3.0,3.0,13000000.0,https://www.bproperty.com/en/property/details-5547437.html,Sale,Dhaka,Mirpur,Section 7,bproperty-95,1,2,2,1,2,3,4,Dhaka,Mirpur,7975.460122699386
650.0,Apartment,Residential,2.0,2.0,4000000.0,https://www.bproperty.com/en/property/details-1933985.html,Sale,Dhaka,Agargaon,"Bonolota Abashik Elaka, West Agargaon",bproperty-98,1,1,1,1,1,3,3,Dhaka,Sher-E-Bangla Nagar,6153.846153846154
1350.0,Apartment,Residential,3.0,3.0,7200000.0,https://www.bproperty.com/en/property/details-5439348.html,Sale,Dhaka,Mirpur,"Lake View Society, South Pirerbag, Pirerbag",bproperty-99,1,1,1,3,3,2,4,Dhaka,Mirpur,5333.333333333333
1200.0,Apartment,Residential,2.0,3.0,9000000.0,https://www.bproperty.com/en/property/details-1745412.html,Sale,Dhaka,Dhanmondi,West Dhanmondi And Shangkar,bproperty-102,1,2,2,1,2,3,3,Dhaka,Dhanmondi,7500.0
1633.0,Apartment,Residential,3.0,3.0,11200000.000000002,https://www.bproperty.com/en/property/details-4676466.html,Sale,Dhaka,Bashabo,"Sabujbag, South Bashabo",bproperty-103,1,2,2,1,3,3,4,Dhaka,Khilgaon,6858.542559706064
1310.0,Apartment,Residential,3.0,3.0,7900000.0,https://www.bproperty.com/en/property/details-5549028.html,Sale,Dhaka,Badda,"Block A, Sayednagar, East Vatara, Vatara",bproperty-104,2,3,2,2,2,2,3,Dhaka,Badda,6030.534351145038
1633.0,Apartment,Residential,3.0,3.0,11200000.000000002,https://www.bproperty.com/en/property/details-4676471.html,Sale,Dhaka,Bashabo,"Sabujbag, South Bashabo",bproperty-105,1,2,2,2,3,3,4,Dhaka,Khilgaon,6858.542559706064
1580.0,Apartment,Residential,3.0,3.0,12600000.0,https://www.bproperty.com/en/property/details-5547436.html,Sale,Dhaka,Mirpur,Section 7,bproperty-106,2,2,2,1,2,1,4,Dhaka,Mirpur,7974.683544303797
1586.0,Apartment,Residential,3.0,3.0,11000000.0,https://www.bproperty.com/en/property/details-4676501.html,Sale,Dhaka,Bashabo,"Sabujbag, South Bashabo",bproperty-107,2,2,2,2,3,3,4,Dhaka,Khilgaon,6935.687263556116
1483.0,Apartment,Residential,3.0,3.0,13500000.0,https://www.bproperty.com/en/property/details-5508300.html,Sale,Dhaka,Tejgaon,Tejturi Bazar,bproperty-108,1,2,3,4,6,3,12,Dhaka,Tejgaon,9103.169251517194
1586.0,Apartment,Residential,3.0,3.0,11000000.0,https://www.bproperty.com/en/property/details-4676470.html,Sale,Dhaka,Bashabo,"Sabujbag, South Bashabo",bproperty-109,1,2,2,2,3,2,4,Dhaka,Khilgaon,6935.687263556116
1000.0,Apartment,Residential,2.0,3.0,6000000.0,https://www.bproperty.com/en/property/details-5411205.html,Sale,Dhaka,Mirpur,"Paikpara, Ahmed Nagar",bproperty-112,1,2,2,1,2,2,3,Dhaka,Mirpur,6000.0
950.0,Apartment,Residential,2.0,3.0,5000000.0,https://www.bproperty.com/en/property/details-5543537.html,Sale,Dhaka,Mirpur,Unknown,bproperty-114,4,2,3,1,1,1,3,Dhaka,Mirpur,5263.1578947368425
1182.0,Apartment,Residential,3.0,3.0,8250000.0,https://www.bproperty.com/en/property/details-3000057.html,Sale,Dhaka,Baridhara,Block J,bproperty-116,5,2,2,4,6,2,10,Dhaka,Gulshan,6979.6954314720815
930.0,Apartment,Residential,3.0,3.0,5800000.0,https://www.bproperty.com/en/property/details-5540360.html,Sale,Dhaka,Mirpur,"Paikpara, Ahmed Nagar",bproperty-117,1,1,1,1,1,2,3,Dhaka,Mirpur,6236.559139784947
1350.0,Apartment,Residential,3.0,3.0,11000000.0,https://www.bproperty.com/en/property/details-5552490.html,Sale,Dhaka,Mirpur,"Block A, Section 12",bproperty-118,1,2,2,2,2,3,4,Dhaka,Mirpur,8148.148148148148
930.0,Apartment,Residential,3.0,3.0,5800000.0,https://www.bproperty.com/en/property/details-5540359.html,Sale,Dhaka,Mirpur,"Paikpara, Ahmed Nagar",bproperty-119,1,1,3,1,1,1,3,Dhaka,Mirpur,6236.559139784947
2100.0,Apartment,Residential,5.0,4.0,25000000.0,https://www.bproperty.com/en/property/details-1918600.html,Sale,Dhaka,Bashundhara R-A,Block C,bproperty-120,1,2,3,1,4,2,5,Dhaka,Bashundhara R/A,11904.761904761905
1150.0,Apartment,Residential,2.0,3.0,7000000.0,https://www.bproperty.com/en/property/details-5269888.html,Sale,Dhaka,Mirpur,Section 1,bproperty-121,5,1,3,1,3,3,3,Dhaka,Mirpur,6086.95652173913
1075.0,Apartment,Residential,2.0,3.0,8700000.0,https://www.bproperty.com/en/property/details-4996179.html,Sale,Dhaka,Kalabagan,Unknown,bproperty-123,5,1,1,1,6,3,3,Dhaka,Hatirpool,8093.023255813953
1410.0,Apartment,Residential,3.0,3.0,12000000.0,https://www.bproperty.com/en/property/details-5327229.html,Sale,Dhaka,Khilgaon,Unknown,bproperty-125,1,1,1,1,2,2,4,Dhaka,Khilgaon,8510.63829787234
1350.0,Apartment,Residential,3.0,3.0,9500000.0,https://www.bproperty.com/en/property/details-4877085.html,Sale,Dhaka,Adabor,"Block D, Mansurabad Housing Society",bproperty-127,1,1,2,1,4,2,4,Dhaka,Mohammadpur,7037.037037037037
1595.0,Apartment,Residential,3.0,3.0,10500000.0,https://www.bproperty.com/en/property/details-5550514.html,Sale,Dhaka,Adabor,Baitul Aman Housing Society,bproperty-128,1,1,1,1,4,3,4,Dhaka,Mohammadpur,6583.07210031348
1543.0,Apartment,Residential,3.0,3.0,11600000.0,https://www.bproperty.com/en/property/details-1934229.html,Sale,Dhaka,Bashabo,North Bashabo,bproperty-129,5,2,2,1,4,2,4,Dhaka,Khilgaon,7517.822423849643
1550.0,Apartment,Residential,3.0,3.0,11700000.0,https://www.bproperty.com/en/property/details-4449683.html,Sale,Dhaka,Rampura,East Rampura,bproperty-130,1,2,2,1,3,3,4,Dhaka,Khilgaon,7548.387096774193
950.0,Apartment,Residential,2.0,3.0,5800000.0,https://www.bproperty.com/en/property/details-5411208.html,Sale,Dhaka,Mirpur,"Paikpara, Ahmed Nagar",bproperty-131,1,1,2,1,2,2,3,Dhaka,Mirpur,6105.263157894737
2400.0,Apartment,Residential,3.0,3.0,20000000.0,https://www.bproperty.com/en/property/details-5460748.html,Sale,Dhaka,Aftab Nagar,"Sector 2, Block H",bproperty-132,1,1,2,1,2,3,3,Dhaka,Khilgaon,8333.333333333334
2400.0,Apartment,Residential,4.0,3.0,23000000.0,https://www.bproperty.com/en/property/details-5473410.html,Sale,Dhaka,Bashundhara R-A,Block K,bproperty-133,1,1,2,2,3,3,3,Dhaka,Bashundhara R/A,9583.333333333334
1200.0,Apartment,Residential,3.0,3.0,7300000.0,https://www.bproperty.com/en/property/details-4219034.html,Sale,Dhaka,Banasree,Block F,bproperty-134,1,2,2,1,5,2,3,Dhaka,Khilgaon,6083.333333333333
1200.0,Apartment,Residential,3.0,3.0,8800000.0,https://www.bproperty.com/en/property/details-3618067.html,Sale,Dhaka,Mirpur,"Block D, Section 2",bproperty-136,1,2,3,1,3,1,5,Dhaka,Mirpur,7333.333333333333
1666.0,Apartment,Residential,3.0,3.0,13500000.0,https://www.bproperty.com/en/property/details-1924732.html,Sale,Dhaka,Bashundhara R-A,Block G,bproperty-137,1,1,2,2,3,2,3,Dhaka,Bashundhara R/A,8103.241296518608
1536.0,Apartment,Residential,4.0,4.0,12500000.0,https://www.bproperty.com/en/property/details-5265419.html,Sale,Dhaka,Rampura,"Jamtola, East Rampura",bproperty-139,3,2,2,1,4,1,4,Dhaka,Khilgaon,8138.020833333333
1270.0,Apartment,Residential,3.0,3.0,10000000.0,https://www.bproperty.com/en/property/details-4585391.html,Sale,Dhaka,Uttara,Sector 5,bproperty-140,1,2,3,1,3,3,4,Dhaka,Uttara,7874.015748031496
1800.0,Apartment,Residential,3.0,4.0,12600000.0,https://www.bproperty.com/en/property/details-3840710.html,Sale,Dhaka,Banasree,Block E,bproperty-141,1,1,2,2,3,3,4,Dhaka,Khilgaon,7000.0
2700.0,Apartment,Residential,4.0,4.0,26500000.0,https://www.bproperty.com/en/property/details-5527582.html,Sale,Dhaka,Bashundhara R-A,Block K,bproperty-142,1,1,2,1,3,3,3,Dhaka,Bashundhara R/A,9814.814814814816
1300.0,Apartment,Residential,3.0,3.0,11000000.0,https://www.bproperty.com/en/property/details-4585390.html,Sale,Dhaka,Uttara,Sector 5,bproperty-148,1,2,3,3,3,1,4,Dhaka,Uttara,8461.538461538461
2265.0,Apartment,Residential,3.0,4.0,25000000.0,https://www.bproperty.com/en/property/details-5359702.html,Sale,Dhaka,Bashundhara R-A,Block D,bproperty-149,1,1,2,1,3,3,3,Dhaka,Bashundhara R/A,11037.527593818984
2100.0,Apartment,Residential,3.0,3.0,10500000.0,https://www.bproperty.com/en/property/details-3658781.html,Sale,Dhaka,Mirpur,East Kazipara,bproperty-151,1,1,2,1,2,2,4,Dhaka,Mirpur,5000.0
1565.0,Apartment,Residential,3.0,3.0,11000000.0,https://www.bproperty.com/en/property/details-4159745.html,Sale,Dhaka,Mirpur,"Eastern Pallabi, Pallabi",bproperty-152,4,2,2,1,2,2,4,Dhaka,Mirpur,7028.753993610224
1620.0,Apartment,Residential,3.0,3.0,12000000.0,https://www.bproperty.com/en/property/details-5536694.html,Sale,Dhaka,Aftab Nagar,"Sector 2, Block D",bproperty-153,1,1,2,1,2,1,3,Dhaka,Khilgaon,7407.407407407408
1420.0,Apartment,Residential,4.0,3.0,7500000.0,https://www.bproperty.com/en/property/details-1923757.html,Sale,Dhaka,Turag,Unknown,bproperty-154,1,2,3,1,3,2,3,Dhaka,Turag,5281.69014084507
1654.0,Apartment,Residential,3.0,3.0,9500000.0,https://www.bproperty.com/en/property/details-4784389.html,Sale,Dhaka,Uttara,"Block A, Rajuk Uttara Apartment Project, Sector 18",bproperty-156,2,1,1,3,1,1,3,Dhaka,Uttara,5743.651753325272
1506.0,Apartment,Residential,3.0,3.0,11500000.0,https://www.bproperty.com/en/property/details-5542789.html,Sale,Dhaka,Aftab Nagar,"Sector 1, Block F",bproperty-157,1,2,2,2,2,3,3,Dhaka,Khilgaon,7636.122177954847
2250.0,Apartment,Residential,4.0,4.0,22000000.0,https://www.bproperty.com/en/property/details-5337071.html,Sale,Dhaka,Bashundhara R-A,Block I,bproperty-158,1,1,2,1,3,1,3,Dhaka,Bashundhara R/A,9777.777777777776
950.0,Apartment,Residential,2.0,2.0,5200000.0,https://www.bproperty.com/en/property/details-5411196.html,Sale,Dhaka,Mirpur,"Paikpara, Ahmed Nagar",bproperty-159,1,2,2,1,2,3,3,Dhaka,Mirpur,5473.684210526316
1250.0,Apartment,Residential,3.0,3.0,12000000.0,https://www.bproperty.com/en/property/details-5535450.html,Sale,Dhaka,Baridhara,Block J,bproperty-162,5,2,3,5,6,3,12,Dhaka,Gulshan,9600.0
1000.0,Apartment,Residential,2.0,3.0,6000000.0,https://www.bproperty.com/en/property/details-5535407.html,Sale,Dhaka,Mirpur,"Paikpara, Ahmed Nagar",bproperty-163,2,1,2,2,2,3,3,Dhaka,Mirpur,6000.0
1668.0,Apartment,Residential,3.0,4.0,8700000.0,https://www.bproperty.com/en/property/details-3651621.html,Sale,Dhaka,Bashabo,Middle Bashabo,bproperty-164,4,1,2,2,1,1,4,Dhaka,Khilgaon,5215.827338129497
1402.0,Apartment,Residential,2.0,3.0,7500000.0,https://www.bproperty.com/en/property/details-5393698.html,Sale,Dhaka,Badda,Uttar Badda,bproperty-168,1,1,3,1,4,2,3,Dhaka,Badda,5349.5007132667615
1500.0,Apartment,Residential,3.0,3.0,7800000.0,https://www.bproperty.com/en/property/details-4999510.html,Sale,Dhaka,Mirpur,"South Pirerbag, Pirerbag",bproperty-170,1,2,1,1,5,3,3,Dhaka,Mirpur,5200.0
850.0,Apartment,Residential,2.0,2.0,5200000.0,https://www.bproperty.com/en/property/details-5531769.html,Sale,Dhaka,Mirpur,"Block E, Section 1",bproperty-171,1,2,2,1,2,3,4,Dhaka,Mirpur,6117.64705882353
1820.0,Apartment,Residential,3.0,3.0,20000000.0,https://www.bproperty.com/en/property/details-5491999.html,Sale,Dhaka,Kathalbagan,Unknown,bproperty-174,1,1,2,2,4,3,3,Dhaka,Ramna,10989.010989010989
7150.0,Building,Residential,8.0,7.0,32000000.0,https://www.bproperty.com/en/property/details-3242794.html,Sale,Dhaka,Mirpur,Rupnagar R/A,bproperty-175,1,1,2,1,1,2,3,Dhaka,Mirpur,4475.524475524476
1352.0,Apartment,Residential,3.0,3.0,12500000.0,https://www.bproperty.com/en/property/details-3280202.html,Sale,Dhaka,Badda,Unknown,bproperty-179,1,1,3,3,4,2,4,Dhaka,Badda,9245.562130177515
1350.0,Apartment,Residential,3.0,3.0,12800000.0,https://www.bproperty.com/en/property/details-5535806.html,Sale,Dhaka,Motijheel,Naya Paltan,bproperty-182,1,2,2,1,2,3,3,Dhaka,Motijheel,9481.481481481482
1600.0,Apartment,Residential,3.0,3.0,9500000.0,https://www.bproperty.com/en/property/details-5539824.html,Sale,Dhaka,Mirpur,Section 13,bproperty-183,5,2,2,1,2,1,4,Dhaka,Mirpur,5937.5
850.0,Apartment,Residential,2.0,2.0,5200000.0,https://www.bproperty.com/en/property/details-5531772.html,Sale,Dhaka,Mirpur,"Block E, Section 1",bproperty-184,1,2,2,1,2,1,4,Dhaka,Mirpur,6117.64705882353
1088.0,Apartment,Residential,3.0,3.0,11500000.0,https://www.bproperty.com/en/property/details-5537351.html,Sale,Dhaka,Malibagh,Unknown,bproperty-185,4,2,2,1,4,1,3,Dhaka,Ramna,10569.85294117647
2500.0,Apartment,Residential,4.0,5.0,21500000.0,https://www.bproperty.com/en/property/details-5530732.html,Sale,Dhaka,Keraniganj,"Bashundhara Riverview, South Keraniganj",bproperty-186,1,1,1,1,4,2,3,Dhaka,Keraniganj,8600.0
1620.0,Apartment,Residential,4.0,4.0,9500000.0,https://www.bproperty.com/en/property/details-5231356.html,Sale,Dhaka,Bangshal,Kahektuli,bproperty-187,4,1,2,1,1,3,3,Dhaka,Old Dhaka,5864.197530864198
1365.0,Apartment,Residential,3.0,3.0,7500000.0,https://www.bproperty.com/en/property/details-4297090.html,Sale,Dhaka,Turag,Unknown,bproperty-189,1,1,2,2,2,3,4,Dhaka,Turag,5494.505494505494
1450.0,Apartment,Residential,3.0,3.0,7000000.0,https://www.bproperty.com/en/property/details-5526928.html,Sale,Dhaka,Shyampur,"Dolairpar, Kadamtali",bproperty-190,1,1,2,2,1,3,3,Dhaka,Unknown,4827.586206896552
1140.0,Apartment,Residential,3.0,3.0,7500000.0,https://www.bproperty.com/en/property/details-5525607.html,Sale,Dhaka,Mirpur,"Block Ta, Section 6",bproperty-192,2,2,2,2,2,3,4,Dhaka,Mirpur,6578.9473684210525
2024.0,Apartment,Residential,3.0,3.0,19000000.0,https://www.bproperty.com/en/property/details-1895549.html,Sale,Dhaka,Uttara,Sector 4,bproperty-193,1,1,2,1,5,3,3,Dhaka,Uttara,9387.351778656126
2004.0,Apartment,Residential,3.0,3.0,19000000.0,https://www.bproperty.com/en/property/details-1895552.html,Sale,Dhaka,Uttara,Sector 4,bproperty-195,1,1,2,2,5,1,3,Dhaka,Uttara,9481.037924151697
